Date,Population,DAYOFWEEK,DAYOFYEAR,enso,mean_humidity,mean_solar_radiation,mean_temp,mean_wind_direction,mean_windspeed,rainfall
2023-01-01,8323889.0,,,,,,,,,
2023-12-31,8323889.0,4.0,1.0,0.0,71.30434782608695,187.7,23.83652173913044,231.7271739130435,2.591304347826087,0.6
2024-01-01,8453902.0,,,,,,,,,
2024-12-31,8453902.0,5.0,2.0,0.0,76.87416666666667,213.1916666666667,23.453333333333333,178.43055555555554,1.696527777777778,0.3
2025-01-01,8580341.0,,,,,,,,,
2025-12-31,8580341.0,6.0,3.0,0.0,85.81,73.62291666666667,17.603333333333335,147.41145833333334,2.223263888888889,12.6
2026-01-01,8702446.0,,,,,,,,,
2026-12-31,8702446.0,0.0,4.0,0.0,80.72333333333334,125.11041666666668,18.863333333333333,107.96805555555557,1.743402777777778,1.0
2027-01-01,8820393.0,,,,,,,,,
2027-12-31,8820393.0,1.0,5.0,0.0,67.8425,300.90625,22.985,113.6736111111111,1.5875,0.0
2028-01-01,8933348.0,,,,,,,,,
2028-12-31,8933348.0,2.0,6.0,0.0,73.01354166666667,324.37083333333334,22.80479166666667,144.72152777777777,2.368402777777778,0.0
2029-01-01,9041818.0,,,,,,,,,
2029-12-31,9041818.0,3.0,7.0,0.0,72.32416666666667,112.24166666666667,19.645,146.39513888888888,1.9916666666666665,0.0
2030-01-01,9145140.0,,,,,,,,,
2030-12-31,9145140.0,4.0,8.0,1.0,71.63416666666667,245.35625,21.92333333333333,102.40763888888888,1.6378472222222225,0.0
2031-01-01,9243603.0,,,,,,,,,
2031-12-31,9243603.0,5.0,9.0,1.0,54.045,346.65000000000003,27.005,188.29479166666667,1.5354166666666669,0.0
2032-01-01,9336512.0,,,,,,,,,
2032-12-31,9336512.0,6.0,10.0,1.0,54.70166666666668,347.49583333333334,25.831666666666667,163.83645833333333,2.575,0.0
2033-01-01,9427851.0,,,,,,,,,
2033-12-31,9427851.0,0.0,11.0,1.0,72.35583333333334,277.36875,22.8075,93.17708333333331,2.002083333333333,0.0
2034-01-01,9517701.0,,,,,,,,,
2034-12-31,9517701.0,1.0,12.0,0.0,65.65166666666667,325.00416666666666,27.7125,103.02708333333334,1.91875,0.0
2035-01-01,9606150.0,,,,,,,,,
2035-12-31,9606150.0,2.0,13.0,0.0,74.39416666666666,279.2291666666667,23.559166666666663,159.39270833333333,2.3875,0.0
2036-01-01,9693298.0,,,,,,,,,
2036-12-31,9693298.0,3.0,14.0,0.0,83.17583333333333,93.05208333333331,18.98,167.96666666666667,2.020833333333333,11.0
2037-01-01,9779151.0,,,,,,,,,
2037-12-31,9779151.0,4.0,15.0,0.0,80.92583333333333,136.88125,20.651666666666667,150.80729166666666,1.8135416666666664,0.4
2038-01-01,9863776.0,,,,,,,,,
2038-12-31,9863776.0,5.0,16.0,0.0,74.45916666666666,201.89583333333331,22.49416666666667,99.04166666666669,1.725347222222222,0.0
2039-01-01,9947242.0,,,,,,,,,
2039-12-31,9947242.0,6.0,17.0,0.0,76.5925,268.40208333333334,20.671458333333334,166.65972222222223,2.386111111111111,0.0
2040-01-01,10029571.0,,,,,,,,,
2040-12-31,10029571.0,0.0,18.0,0.0,48.3125,345.3895833333333,17.809166666666666,233.46354166666663,3.684375,0.0
2041-01-01,10110747.0,,,,,,,,,
2041-12-31,10110747.0,1.0,19.0,1.0,40.82083333333333,372.50208333333336,18.82,209.01666666666665,2.1708333333333334,0.0
2042-01-01,10190742.0,,,,,,,,,
2042-12-31,10190742.0,2.0,20.0,1.0,36.240833333333335,360.0958333333333,23.35833333333333,186.25520833333331,1.9833333333333332,0.0
2043-01-01,10269523.0,,,,,,,,,
2043-12-31,10269523.0,3.0,21.0,1.0,60.053333333333335,347.725,24.668333333333333,156.80208333333334,2.1479166666666667,0.0
2044-01-01,10347053.0,,,,,,,,,
2044-12-31,10347053.0,4.0,22.0,1.0,54.90208333333334,312.02916666666664,26.879375,156.01388888888889,1.98125,0.0
2045-01-01,10423309.0,,,,,,,,,
2045-12-31,10423309.0,5.0,23.0,1.0,53.34666666666666,270.2604166666667,26.00916666666667,215.4989583333333,2.7302083333333336,0.0
2046-01-01,10498248.0,,,,,,,,,
2046-12-31,10498248.0,6.0,24.0,0.0,76.09916666666666,121.89583333333331,19.18166666666667,147.96562500000002,1.8875,4.0
2047-01-01,10571845.0,,,,,,,,,
2047-12-31,10571845.0,0.0,25.0,0.0,78.83333333333333,201.82083333333333,21.87833333333333,125.16770833333334,1.6260416666666666,0.0
2048-01-01,10644117.0,,,,,,,,,
2048-12-31,10644117.0,1.0,26.0,0.0,68.74583333333334,306.72083333333336,26.030833333333334,127.4125,1.578125,0.0
2049-01-01,10715051.0,,,,,,,,,
2049-12-31,10715051.0,2.0,27.0,1.0,76.98541666666667,124.48541666666668,22.44458333333333,145.33333333333334,2.097916666666667,0.0
2050-01-01,10784657.0,,,,,,,,,
2050-12-31,10784657.0,3.0,28.0,1.0,85.76916666666666,104.0,21.49125,142.4545138888889,1.4184027777777777,0.6
2051-01-01,10852988.0,,,,,,,,,
2051-12-31,10852988.0,4.0,29.0,1.0,75.39916666666666,294.6041666666667,22.20833333333333,161.49166666666667,2.578125,2.0
2052-01-01,10920102.0,,,,,,,,,
2052-12-31,10920102.0,5.0,30.0,1.0,77.50416666666666,178.15833333333333,21.367500000000003,159.21770833333332,2.535416666666667,2.2
2053-01-01,10986093.0,,,,,,,,,
2053-12-31,10986093.0,6.0,31.0,1.0,81.045,162.90208333333334,22.33083333333333,111.05208333333331,1.9791666666666667,0.0
2054-01-01,11051038.0,,,,,,,,,
2054-12-31,11051038.0,0.0,32.0,1.0,75.34333333333333,247.7458333333333,22.596666666666668,119.18333333333334,2.2291666666666665,0.0
2055-01-01,11115048.0,,,,,,,,,
