DATETIME,SOI,SST_DIFF,enso
2023-07-03,6.09,1.03,0
2023-07-04,9.29,1.03,0
2023-07-05,12.99,1.03,0
2023-07-06,16.68,1.03,0
2023-07-07,14.34,1.03,0
2023-07-08,9.79,1.03,0
2023-07-09,4.31,1.03,0
2023-07-10,9.29,1.06,0
2023-07-11,3.45,1.06,0
2023-07-12,5.23,1.06,0
2023-07-13,4.31,1.06,0
2023-07-14,-1.6,1.06,0
2023-07-15,-2.28,1.06,0
2023-07-16,-1.97,1.06,0
2023-07-17,-7.7,1.15,0
2023-07-18,-13.36,1.15,1
2023-07-19,-20.38,1.15,1
2023-07-20,-18.65,1.15,1
2023-07-21,-14.84,1.15,1
2023-07-22,-10.16,1.15,1
2023-07-23,-22.71,1.15,1
2023-07-24,-22.96,1.23,1
2023-07-25,-37.3,1.23,1
2023-07-26,-37.24,1.23,1
2023-07-27,-22.28,1.23,1
2023-07-28,-14.96,1.23,1
2023-07-29,-0.0,1.23,0
2023-07-30,8.86,1.23,0
2023-07-31,5.35,1.28,0
2023-08-01,-6.37,1.28,0
2023-08-02,-6.62,1.28,0
2023-08-03,-2.85,1.28,0
2023-08-04,-9.23,1.28,1
2023-08-05,-21.61,1.28,1
2023-08-06,-24.16,1.28,1
2023-08-07,-27.07,1.37,1
2023-08-08,-24.88,1.37,1
2023-08-09,-27.74,1.37,1
2023-08-10,-20.39,1.37,1
2023-08-11,-3.52,1.37,0
2023-08-12,4.73,1.37,0
2023-08-13,5.16,1.37,0
2023-08-14,3.64,1.43,0
2023-08-15,0.06,1.43,0
2023-08-16,-9.65,1.43,1
2023-08-17,-4.19,1.43,0
2023-08-18,3.7,1.43,0
2023-08-19,1.7,1.43,0
2023-08-20,-9.23,1.43,1
2023-08-21,-16.75,1.55,1
2023-08-22,-14.02,1.55,1
2023-08-23,-17.48,1.55,1
2023-08-24,-12.93,1.55,1
2023-08-25,-9.77,1.55,1
2023-08-26,-2.97,1.55,0
2023-08-27,-10.99,1.55,1
2023-08-28,-24.76,1.6,1
2023-08-29,-25.13,1.6,1
2023-08-30,-13.11,1.6,1
2023-08-31,-9.83,1.6,1
2023-09-01,-22.1,1.6,1
2023-09-02,-21.21,1.6,1
2023-09-03,-13.49,1.6,1
2023-09-04,-2.85,1.67,0
2023-09-05,-2.49,1.67,0
2023-09-06,-1.13,1.67,0
2023-09-07,-3.03,1.67,0
2023-09-08,-9.92,1.67,1
2023-09-09,-19.67,1.67,1
2023-09-10,-21.57,1.67,1
2023-09-11,-27.45,1.68,1
2023-09-12,-24.06,1.68,1
2023-09-13,-15.63,1.68,1
2023-09-14,-13.37,1.68,1
2023-09-15,-16.99,1.68,1
2023-09-16,-13.19,1.68,1
2023-09-17,-16.16,1.68,1
2023-09-18,-19.79,1.69,1
2023-09-19,-25.67,1.69,1
2023-09-20,-26.14,1.69,1
2023-09-21,-26.03,1.69,1
2023-09-22,-19.37,1.69,1
2023-09-23,-13.25,1.69,1
2023-09-24,-7.6,1.69,0
2023-09-25,-5.11,1.61,0
2023-09-26,-6.3,1.61,0
2023-09-27,-3.21,1.61,0
2023-09-28,-3.09,1.61,0
2023-09-29,-7.19,1.61,0
2023-09-30,-9.09,1.61,1
2023-10-01,-5.03,1.61,0
2023-10-02,-3.48,1.57,0
2023-10-03,-0.65,1.57,0
2023-10-04,-0.78,1.57,0
2023-10-05,-14.51,1.57,1
2023-10-06,-19.21,1.57,1
2023-10-07,-5.16,1.57,0
2023-10-08,-6.45,1.57,0
2023-10-09,-5.87,1.57,0
2023-10-10,-7.74,1.57,0
2023-10-11,-2.77,1.57,0
2023-10-12,-0.58,1.57,0
2023-10-13,-4.77,1.57,0
2023-10-14,-4.9,1.57,0
2023-10-15,-11.73,1.57,1
2023-10-16,-7.29,1.69,0
2023-10-17,-5.55,1.69,0
2023-10-18,-13.09,1.69,1
2023-10-19,-15.09,1.69,1
2023-10-20,-22.56,1.69,1
2023-10-21,-23.47,1.69,1
2023-10-22,-22.18,1.69,1
2023-10-23,-7.22,1.72,0
2023-10-24,0.77,1.72,0
2023-10-25,1.42,1.72,0
2023-10-26,-3.16,1.72,0
2023-10-27,-5.22,1.72,0
2023-10-28,-0.58,1.72,0
2023-10-29,-3.29,1.72,0
2023-10-30,6.96,1.78,0
2023-10-31,7.67,1.78,0
2023-11-01,0.38,1.78,0
2023-11-02,-3.5,1.78,0
2023-11-03,0.12,1.78,0
2023-11-04,1.46,1.78,0
2023-11-05,-9.23,1.78,1
2023-11-06,-14.57,1.7,1
2023-11-07,-18.71,1.7,1
2023-11-08,-17.82,1.7,1
2023-11-09,-12.03,1.7,1
2023-11-10,-11.96,1.7,1
2023-11-11,-20.62,1.7,1
2023-11-12,-27.55,1.7,1
2023-11-13,-32.77,1.75,1
2023-11-14,-21.13,1.75,1
2023-11-15,-15.53,1.75,1
2023-11-16,-10.25,1.75,1
2023-11-17,-0.07,1.75,0
2023-11-18,3.05,1.75,0
2023-11-19,1.65,1.75,0
2023-11-20,-8.15,2.03,1
2023-11-21,-18.07,2.03,1
2023-11-22,-18.07,2.03,1
2023-11-23,-16.48,2.03,1
2023-11-24,-6.3,2.03,0
2023-11-25,2.92,2.03,0
2023-11-26,10.18,2.03,0
2023-11-27,8.01,1.99,0
2023-11-28,-1.72,1.99,0
2023-11-29,-0.89,1.99,0
2023-11-30,6.3,1.99,0
2023-12-01,7.11,1.99,0
2023-12-02,12.3,1.99,0
2023-12-03,-1.14,1.99,0
2023-12-04,-6.85,1.97,0
2023-12-05,-4.31,1.97,0
2023-12-06,-2.02,1.97,0
2023-12-07,-0.94,1.97,0
2023-12-08,-14.58,1.97,1
2023-12-09,-20.66,1.97,1
2023-12-10,-10.07,1.97,1
2023-12-11,-1.87,1.94,0
2023-12-12,6.69,1.94,0
2023-12-13,4.36,1.94,0
2023-12-14,-7.68,1.94,0
2023-12-15,4.05,1.94,0
2023-12-16,11.99,1.94,0
2023-12-17,7.42,1.94,0
2023-12-18,0.67,1.97,0
2023-12-19,0.47,1.97,0
2023-12-20,-2.28,1.97,0
2023-12-21,-14.32,1.97,1
2023-12-22,-30.67,1.97,1
2023-12-23,-36.43,1.97,1
2023-12-24,-27.25,1.97,1
2023-12-25,-9.13,2.02,1
2023-12-26,0.67,2.02,0
2023-12-27,-2.8,2.02,0
2023-12-28,-3.79,2.02,0
2023-12-29,1.09,2.02,0
2023-12-30,10.74,2.02,0
2023-12-31,12.2,2.02,0
2024-01-01,-2.63,2.01,0
2024-01-02,0.1,2.01,0
2024-01-03,0.81,2.01,0
2024-01-04,-5.74,2.01,0
2024-01-05,-6.59,2.01,0
2024-01-06,-7.63,2.01,0
2024-01-07,2.5,2.01,0
2024-01-08,1.37,1.85,0
2024-01-09,1.51,1.85,0
2024-01-10,1.56,1.85,0
2024-01-11,7.73,1.85,0
2024-01-12,13.1,1.85,0
2024-01-13,23.84,1.85,0
2024-01-14,26.43,1.85,0
2024-01-15,31.61,1.71,0
2024-01-16,31.61,1.71,0
2024-01-17,26.15,1.71,0
2024-01-18,19.7,1.71,0
2024-01-19,20.45,1.71,0
2024-01-20,15.13,1.71,0
2024-01-21,10.93,1.71,0
2024-01-22,0.85,1.61,0
2024-01-23,-6.45,1.61,0
2024-01-24,-4.05,1.61,0
2024-01-25,-7.72,1.61,0
2024-01-26,-2.4,1.61,0
2024-01-27,-3.29,1.61,0
2024-01-28,-10.41,1.61,1
2024-01-29,-16.25,1.72,1
2024-01-30,-18.04,1.72,1
2024-01-31,-21.52,1.72,1
2024-02-01,-29.4,1.72,1
2024-02-02,-29.01,1.72,1
2024-02-03,-22.19,1.72,1
2024-02-04,-28.05,1.72,1
2024-02-05,-36.41,1.64,1
2024-02-06,-41.69,1.64,1
2024-02-07,-39.05,1.64,1
2024-02-08,-32.23,1.64,1
2024-02-09,-46.54,1.64,1
2024-02-10,-39.53,1.64,1
2024-02-11,-40.73,1.64,1
2024-02-12,-37.51,1.5,1
2024-02-13,-27.04,1.5,1
2024-02-14,-19.84,1.5,1
2024-02-15,-8.55,1.5,1
2024-02-16,-3.03,1.5,0
2024-02-17,-4.56,1.5,0
2024-02-18,-3.99,1.5,0
2024-02-19,-5.48,1.45,0
2024-02-20,3.27,1.45,0
2024-02-21,6.1,1.45,0
2024-02-22,-0.96,1.45,0
2024-02-23,-3.75,1.45,0
2024-02-24,2.02,1.45,0
2024-02-25,2.83,1.45,0
2024-02-26,6.63,1.39,0
2024-02-27,12.3,1.39,0
2024-02-28,14.22,1.39,0
2024-02-29,1.1,1.39,0
2024-03-01,0.53,1.39,0
2024-03-02,4.02,1.39,0
2024-03-03,3.11,1.39,0
2024-03-04,-2.87,1.37,0
2024-03-05,-3.21,1.37,0
2024-03-06,-3.54,1.37,0
2024-03-07,-7.71,1.37,0
2024-03-08,-7.95,1.37,0
2024-03-09,5.26,1.37,0
2024-03-10,6.46,1.37,0
2024-03-11,-3.16,1.08,0
2024-03-12,-5.6,1.08,0
2024-03-13,4.26,1.08,0
2024-03-14,18.43,1.08,0
2024-03-15,11.39,1.08,0
2024-03-16,-3.88,1.08,0
2024-03-17,-3.83,1.08,0
2024-03-18,4.21,1.15,0
2024-03-19,5.26,1.15,0
2024-03-20,3.25,1.15,0
2024-03-21,6.89,1.15,0
2024-03-22,7.18,1.15,0
2024-03-23,3.68,1.15,0
2024-03-24,-0.43,1.15,0
2024-03-25,1.82,1.06,0
2024-03-26,-5.17,1.06,0
2024-03-27,-6.85,1.06,0
2024-03-28,-11.97,1.06,1
2024-03-29,-6.7,1.06,0
2024-03-30,-10.29,1.06,1
2024-03-31,-13.45,1.06,1
2024-04-01,-10.53,1.2,1
2024-04-02,-12.84,1.2,1
2024-04-03,-11.47,1.2,1
2024-04-04,-12.19,1.2,1
2024-04-05,-16.3,1.2,1
2024-04-06,-18.32,1.2,1
2024-04-07,-8.29,1.2,1
2024-04-08,3.96,0.79,0
2024-04-09,5.98,0.79,0
2024-04-10,-1.08,0.79,0
2024-04-11,-15.14,0.79,0
2024-04-12,-9.74,0.79,0
2024-04-13,4.97,0.79,0
2024-04-14,-4.69,0.79,0
2024-04-15,-11.75,0.77,0
2024-04-16,-12.91,0.77,0
2024-04-17,-5.77,0.77,0
2024-04-18,4.4,0.77,0
2024-04-19,12.18,0.77,0
2024-04-20,5.33,0.77,0
2024-04-21,-4.33,0.77,0
2024-04-22,-16.87,0.7,0
2024-04-23,-14.06,0.7,0
2024-04-24,-15.5,0.7,0
2024-04-25,-14.28,0.7,0
2024-04-26,0.58,0.7,0
2024-04-27,-3.1,0.7,0
2024-04-28,-5.12,0.7,0
2024-04-29,-2.31,0.53,0
2024-04-30,-3.82,0.53,0
2024-05-01,6.53,0.53,0
2024-05-02,-0.52,0.53,0
2024-05-03,3.24,0.53,0
2024-05-04,3.16,0.53,0
2024-05-05,7.37,0.53,0
2024-05-06,6.22,0.33,0
2024-05-07,7.14,0.33,0
2024-05-08,12.12,0.33,0
2024-05-09,-1.82,0.33,0
2024-05-10,-13.0,0.33,0
2024-05-11,-10.25,0.33,0
2024-05-12,-10.63,0.33,0
2024-05-13,6.3,0.27,0
2024-05-14,15.19,0.27,0
2024-05-15,14.42,0.27,0
2024-05-16,-0.52,0.27,0
2024-05-17,-1.67,0.27,0
2024-05-18,-1.67,0.27,0
2024-05-19,5.99,0.27,0
2024-05-20,9.44,0.13,0
2024-05-21,2.24,0.13,0
2024-05-22,-4.04,0.13,0
2024-05-23,-0.98,0.13,0
2024-05-24,1.17,0.13,0
2024-05-25,4.84,0.13,0
2024-05-26,9.44,0.13,0
2024-05-27,11.2,0.06,0
2024-05-28,15.95,0.06,0
2024-05-29,11.59,0.06,0
2024-05-30,9.29,0.06,0
2024-05-31,4.23,0.06,0
2024-06-01,-10.33,0.06,0
2024-06-02,-17.36,0.06,0
2024-06-03,-9.7,0.21,0
2024-06-04,-2.18,0.21,0
2024-06-05,-18.7,0.21,0
2024-06-06,-26.92,0.21,0
2024-06-07,-26.64,0.21,0
2024-06-08,-18.98,0.21,0
2024-06-09,-20.74,0.21,0
2024-06-10,-19.47,0.19,0
2024-06-11,-11.88,0.19,0
2024-06-12,-5.27,0.19,0
2024-06-13,4.22,0.19,0
2024-06-14,8.08,0.19,0
2024-06-15,8.08,0.19,0
2024-06-16,8.22,0.19,0
2024-06-17,0.07,0.27,0
2024-06-18,-6.61,0.27,0
2024-06-19,-13.01,0.27,0
2024-06-20,-3.02,0.27,0
2024-06-21,-9.42,0.27,0
2024-06-22,-26.22,0.27,0
2024-06-23,-33.53,0.27,0
2024-06-24,-14.97,0.37,0
2024-06-25,10.97,0.37,0
2024-06-26,15.46,0.37,0
2024-06-27,22.92,0.37,0
2024-06-28,30.65,0.37,0
2024-06-29,26.01,0.37,0
2024-06-30,13.43,0.37,0
2024-07-01,19.57,0.31,0
2024-07-02,16.19,0.31,0
2024-07-03,12.68,0.31,0
2024-07-04,2.89,0.31,0
2024-07-05,2.46,0.31,0
2024-07-06,1.78,0.31,0
2024-07-07,4.99,0.31,0
2024-07-08,4.31,0.24,0
2024-07-09,4.68,0.24,0
2024-07-10,-15.7,0.24,0
2024-07-11,-31.46,0.24,0
2024-07-12,-22.04,0.24,0
2024-07-13,-2.77,0.24,0
2024-07-14,-4.68,0.24,0
2024-07-15,1.78,0.16,0
2024-07-16,-10.28,0.16,0
2024-07-17,-25.3,0.16,0
2024-07-18,-31.27,0.16,0
2024-07-19,-30.41,0.16,0
2024-07-20,-22.47,0.16,0
2024-07-21,-5.11,0.16,0
2024-07-22,5.35,0.17,0
2024-07-23,4.0,0.17,0
2024-07-24,2.15,0.17,0
2024-07-25,14.22,0.17,0
2024-07-26,16.93,0.17,0
2024-07-27,-1.17,0.17,0
2024-07-28,-23.95,0.17,0
2024-07-29,-23.45,0.03,0
2024-07-30,-23.33,0.03,0
2024-07-31,-21.24,0.03,0
2024-08-01,-19.6,0.03,0
2024-08-02,-4.92,0.03,0
2024-08-03,0.24,0.03,0
2024-08-04,0.18,0.03,0
2024-08-05,3.09,0.15,0
2024-08-06,-3.4,0.15,0
2024-08-07,-6.56,0.15,0
2024-08-08,-9.77,0.15,0
2024-08-09,-21.12,0.15,0
2024-08-10,-16.87,0.15,0
2024-08-11,-5.4,0.15,0
2024-08-12,1.46,0.07,0
2024-08-13,-2.0,0.07,0
2024-08-14,-3.7,0.07,0
2024-08-15,-0.18,0.07,0
2024-08-16,6.19,0.07,0
2024-08-17,21.0,0.07,0
2024-08-18,20.15,0.07,0
2024-08-19,28.1,0.13,0
2024-08-20,21.48,0.13,0
2024-08-21,18.57,0.13,0
2024-08-22,25.13,0.13,0
2024-08-23,16.2,0.13,0
2024-08-24,7.46,0.13,0
2024-08-25,8.92,0.13,0
2024-08-26,22.09,-0.01,0
2024-08-27,19.36,-0.01,0
2024-08-28,13.17,-0.01,0
2024-08-29,10.14,-0.01,0
2024-08-30,11.59,-0.01,0
2024-08-31,22.03,-0.01,0
2024-09-01,21.34,-0.01,0
2024-09-02,9.03,-0.08,0
2024-09-03,4.99,-0.08,0
2024-09-04,5.23,-0.08,0
2024-09-05,7.91,-0.08,0
2024-09-06,1.84,-0.08,0
2024-09-07,-5.82,-0.08,0
2024-09-08,-7.25,-0.08,0
2024-09-09,-0.53,-0.047692307692307694,0
2024-09-10,6.24,-0.050833333333333335,0
