20230814,20230820,1.43
20230821,20230827,1.55
20230828,20230903,1.60
20230904,20230910,1.67
20230911,20230917,1.68
20230918,20230924,1.69
20230925,20231001,1.61
20231002,20231008,1.57
20231009,20231015,1.57
20231016,20231022,1.69
20231023,20231029,1.72
20231030,20231105,1.78
20231106,20231112,1.70
20231113,20231119,1.75
20231120,20231126,2.03
20231127,20231203,1.99
20231204,20231210,1.97
20231211,20231217,1.94
20231218,20231224,1.97
20231225,20231231,2.02
20240101,20240107,2.01
20240108,20240114,1.85
20240115,20240121,1.71
20240122,20240128,1.61
20240129,20240204,1.72
20240205,20240211,1.64
20240212,20240218,1.50
20240219,20240225,1.45
20240226,20240303,1.39
20240304,20240310,1.37
20240311,20240317,1.08
20240318,20240324,1.15
20240325,20240331,1.06
20240401,20240407,1.20
20240408,20240414,0.79
20240415,20240421,0.77
20240422,20240428,0.70
20240429,20240505,0.53
20240506,20240512,0.33
20240513,20240519,0.27
20240520,20240526,0.13
20240527,20240602,0.06
20240603,20240609,0.21
20240610,20240616,0.19
20240617,20240623,0.27
20240624,20240630,0.37
20240701,20240707,0.31
20240708,20240714,0.24
20240715,20240721,0.16
20240722,20240728,0.17
20240729,20240804,0.03
20240805,20240811,0.15
20240812,20240818,0.07
20240819,20240825,0.13
20240826,20240901,-0.01
20240902,20240908,-0.08
