Date,Population
2012-08-10,7322025.521739131
2012-08-11,7322279.543478261
2012-08-12,7322533.565217392
2012-08-13,7322787.5869565215
2012-08-14,7323041.608695652
2012-08-15,7323295.630434782
2012-08-16,7323549.652173913
2012-08-17,7323803.673913044
2012-08-18,7324057.695652174
2012-08-19,7324311.717391305
2012-08-20,7324565.739130435
2012-08-21,7324819.760869565
2012-08-22,7325073.782608695
2012-08-23,7325327.804347826
2012-08-24,7325581.826086956
2012-08-25,7325835.847826087
2012-08-26,7326089.869565218
2012-08-27,7326343.891304348
2012-08-28,7326597.9130434785
2012-08-29,7326851.934782608
2012-08-30,7327105.956521739
2012-08-31,7327359.978260869
2012-09-01,7327614.0
2012-09-02,7327895.043956044
2012-09-03,7328176.087912088
2012-09-04,7328457.131868131
2012-09-05,7328738.175824176
2012-09-06,7329019.21978022
2012-09-07,7329300.263736264
2012-09-08,7329581.307692308
2012-09-09,7329862.351648352
2012-09-10,7330143.395604395
2012-09-11,7330424.439560439
2012-09-12,7330705.483516484
2012-09-13,7330986.527472528
2012-09-14,7331267.571428572
2012-09-15,7331548.615384615
2012-09-16,7331829.659340659
2012-09-17,7332110.703296703
2012-09-18,7332391.747252747
2012-09-19,7332672.791208792
2012-09-20,7332953.835164835
2012-09-21,7333234.879120879
2012-09-22,7333515.923076923
2012-09-23,7333796.967032967
2012-09-24,7334078.010989011
2012-09-25,7334359.054945055
2012-09-26,7334640.098901099
2012-09-27,7334921.142857143
2012-09-28,7335202.186813187
2012-09-29,7335483.230769231
2012-09-30,7335764.274725275
2012-10-01,7336045.318681318
2012-10-02,7336326.362637362
2012-10-03,7336607.406593407
2012-10-04,7336888.450549451
2012-10-05,7337169.494505495
2012-10-06,7337450.538461538
2012-10-07,7337731.582417582
2012-10-08,7338012.626373626
2012-10-09,7338293.67032967
2012-10-10,7338574.714285715
2012-10-11,7338855.758241759
2012-10-12,7339136.802197802
2012-10-13,7339417.846153846
2012-10-14,7339698.89010989
2012-10-15,7339979.934065934
2012-10-16,7340260.978021978
2012-10-17,7340542.021978022
2012-10-18,7340823.065934066
2012-10-19,7341104.10989011
2012-10-20,7341385.153846154
2012-10-21,7341666.197802198
2012-10-22,7341947.241758241
2012-10-23,7342228.285714285
2012-10-24,7342509.32967033
2012-10-25,7342790.373626374
2012-10-26,7343071.417582418
2012-10-27,7343352.461538462
2012-10-28,7343633.505494505
2012-10-29,7343914.549450549
2012-10-30,7344195.593406593
2012-10-31,7344476.637362638
2012-11-01,7344757.681318682
2012-11-02,7345038.725274725
2012-11-03,7345319.769230769
2012-11-04,7345600.813186813
2012-11-05,7345881.857142857
2012-11-06,7346162.901098901
2012-11-07,7346443.945054945
2012-11-08,7346724.989010989
2012-11-09,7347006.032967033
2012-11-10,7347287.076923077
2012-11-11,7347568.120879121
2012-11-12,7347849.164835165
2012-11-13,7348130.208791208
2012-11-14,7348411.252747253
2012-11-15,7348692.296703297
2012-11-16,7348973.340659341
2012-11-17,7349254.384615385
2012-11-18,7349535.428571428
2012-11-19,7349816.472527472
2012-11-20,7350097.516483516
2012-11-21,7350378.560439561
2012-11-22,7350659.604395605
2012-11-23,7350940.648351648
2012-11-24,7351221.692307692
2012-11-25,7351502.736263736
2012-11-26,7351783.78021978
2012-11-27,7352064.824175824
2012-11-28,7352345.868131869
2012-11-29,7352626.912087912
2012-11-30,7352907.956043956
2012-12-01,7353189.0
2012-12-02,7353519.755555555
2012-12-03,7353850.511111111
2012-12-04,7354181.266666667
2012-12-05,7354512.022222222
2012-12-06,7354842.777777778
2012-12-07,7355173.533333333
2012-12-08,7355504.288888888
2012-12-09,7355835.044444445
2012-12-10,7356165.8
2012-12-11,7356496.555555556
2012-12-12,7356827.311111111
2012-12-13,7357158.066666666
2012-12-14,7357488.822222223
2012-12-15,7357819.577777778
2012-12-16,7358150.333333333
2012-12-17,7358481.088888889
2012-12-18,7358811.844444444
2012-12-19,7359142.6
2012-12-20,7359473.355555556
2012-12-21,7359804.111111111
2012-12-22,7360134.866666666
2012-12-23,7360465.622222222
2012-12-24,7360796.377777778
2012-12-25,7361127.133333334
2012-12-26,7361457.888888889
2012-12-27,7361788.644444444
2012-12-28,7362119.4
2012-12-29,7362450.155555556
2012-12-30,7362780.911111111
2012-12-31,7363111.666666667
2013-01-01,7363442.422222222
2013-01-02,7363773.177777777
2013-01-03,7364103.933333334
2013-01-04,7364434.688888889
2013-01-05,7364765.444444444
2013-01-06,7365096.2
2013-01-07,7365426.955555555
2013-01-08,7365757.711111112
2013-01-09,7366088.466666667
2013-01-10,7366419.222222222
2013-01-11,7366749.977777778
2013-01-12,7367080.733333333
2013-01-13,7367411.488888889
2013-01-14,7367742.244444445
2013-01-15,7368073.0
2013-01-16,7368403.755555555
2013-01-17,7368734.511111111
2013-01-18,7369065.266666667
2013-01-19,7369396.022222222
2013-01-20,7369726.777777778
2013-01-21,7370057.533333333
2013-01-22,7370388.288888888
2013-01-23,7370719.044444445
2013-01-24,7371049.8
2013-01-25,7371380.555555556
2013-01-26,7371711.311111111
2013-01-27,7372042.066666666
2013-01-28,7372372.822222223
2013-01-29,7372703.577777778
2013-01-30,7373034.333333333
2013-01-31,7373365.088888889
2013-02-01,7373695.844444444
2013-02-02,7374026.6
2013-02-03,7374357.355555556
2013-02-04,7374688.111111111
2013-02-05,7375018.866666666
2013-02-06,7375349.622222222
2013-02-07,7375680.377777778
2013-02-08,7376011.133333334
2013-02-09,7376341.888888889
2013-02-10,7376672.644444444
2013-02-11,7377003.4
2013-02-12,7377334.155555556
2013-02-13,7377664.911111111
2013-02-14,7377995.666666667
2013-02-15,7378326.422222222
2013-02-16,7378657.177777777
2013-02-17,7378987.933333334
2013-02-18,7379318.688888889
2013-02-19,7379649.444444444
2013-02-20,7379980.2
2013-02-21,7380310.955555555
2013-02-22,7380641.711111112
2013-02-23,7380972.466666667
2013-02-24,7381303.222222222
2013-02-25,7381633.977777778
2013-02-26,7381964.733333333
2013-02-27,7382295.488888889
2013-02-28,7382626.244444445
2013-03-01,7382957.0
2013-03-02,7383186.076086956
2013-03-03,7383415.152173913
2013-03-04,7383644.228260869
2013-03-05,7383873.304347826
2013-03-06,7384102.380434782
2013-03-07,7384331.456521739
2013-03-08,7384560.532608695
2013-03-09,7384789.608695652
2013-03-10,7385018.684782608
2013-03-11,7385247.760869565
2013-03-12,7385476.8369565215
2013-03-13,7385705.9130434785
2013-03-14,7385934.989130435
2013-03-15,7386164.065217392
2013-03-16,7386393.141304348
2013-03-17,7386622.217391305
2013-03-18,7386851.293478261
2013-03-19,7387080.369565218
2013-03-20,7387309.445652174
2013-03-21,7387538.521739131
2013-03-22,7387767.597826087
2013-03-23,7387996.673913044
2013-03-24,7388225.75
2013-03-25,7388454.826086956
2013-03-26,7388683.902173913
2013-03-27,7388912.978260869
2013-03-28,7389142.054347826
2013-03-29,7389371.130434782
2013-03-30,7389600.206521739
2013-03-31,7389829.282608695
2013-04-01,7390058.358695652
2013-04-02,7390287.434782608
2013-04-03,7390516.510869565
2013-04-04,7390745.5869565215
2013-04-05,7390974.6630434785
2013-04-06,7391203.739130435
2013-04-07,7391432.815217392
2013-04-08,7391661.891304348
2013-04-09,7391890.967391305
2013-04-10,7392120.043478261
2013-04-11,7392349.119565218
2013-04-12,7392578.195652174
2013-04-13,7392807.271739131
2013-04-14,7393036.347826087
2013-04-15,7393265.423913044
2013-04-16,7393494.5
2013-04-17,7393723.576086956
2013-04-18,7393952.652173913
2013-04-19,7394181.728260869
2013-04-20,7394410.804347826
2013-04-21,7394639.880434782
2013-04-22,7394868.956521739
2013-04-23,7395098.032608695
2013-04-24,7395327.108695652
2013-04-25,7395556.184782608
2013-04-26,7395785.260869565
2013-04-27,7396014.3369565215
2013-04-28,7396243.4130434785
2013-04-29,7396472.489130435
2013-04-30,7396701.565217392
2013-05-01,7396930.641304348
2013-05-02,7397159.717391305
2013-05-03,7397388.793478261
2013-05-04,7397617.869565218
2013-05-05,7397846.945652174
2013-05-06,7398076.021739131
2013-05-07,7398305.097826087
2013-05-08,7398534.173913044
2013-05-09,7398763.25
2013-05-10,7398992.326086956
2013-05-11,7399221.402173913
2013-05-12,7399450.478260869
2013-05-13,7399679.554347826
2013-05-14,7399908.630434782
2013-05-15,7400137.706521739
2013-05-16,7400366.782608695
2013-05-17,7400595.858695652
2013-05-18,7400824.934782608
2013-05-19,7401054.010869565
2013-05-20,7401283.0869565215
2013-05-21,7401512.1630434785
2013-05-22,7401741.239130435
2013-05-23,7401970.315217392
2013-05-24,7402199.391304348
2013-05-25,7402428.467391305
2013-05-26,7402657.543478261
2013-05-27,7402886.619565218
2013-05-28,7403115.695652174
2013-05-29,7403344.771739131
2013-05-30,7403573.847826087
2013-05-31,7403802.923913044
2013-06-01,7404032.0
2013-06-02,7404324.0869565215
2013-06-03,7404616.173913044
2013-06-04,7404908.260869565
2013-06-05,7405200.347826087
2013-06-06,7405492.434782608
2013-06-07,7405784.521739131
2013-06-08,7406076.608695652
2013-06-09,7406368.695652174
2013-06-10,7406660.782608695
2013-06-11,7406952.869565218
2013-06-12,7407244.956521739
2013-06-13,7407537.043478261
2013-06-14,7407829.130434782
2013-06-15,7408121.217391305
2013-06-16,7408413.304347826
2013-06-17,7408705.391304348
2013-06-18,7408997.478260869
2013-06-19,7409289.565217392
2013-06-20,7409581.652173913
2013-06-21,7409873.739130435
2013-06-22,7410165.826086956
2013-06-23,7410457.9130434785
2013-06-24,7410750.0
2013-06-25,7411042.0869565215
2013-06-26,7411334.173913044
2013-06-27,7411626.260869565
2013-06-28,7411918.347826087
2013-06-29,7412210.434782608
2013-06-30,7412502.521739131
2013-07-01,7412794.608695652
2013-07-02,7413086.695652174
2013-07-03,7413378.782608695
2013-07-04,7413670.869565218
2013-07-05,7413962.956521739
2013-07-06,7414255.043478261
2013-07-07,7414547.130434782
2013-07-08,7414839.217391305
2013-07-09,7415131.304347826
2013-07-10,7415423.391304348
2013-07-11,7415715.478260869
2013-07-12,7416007.565217392
2013-07-13,7416299.652173913
2013-07-14,7416591.739130435
2013-07-15,7416883.826086956
2013-07-16,7417175.9130434785
2013-07-17,7417468.0
2013-07-18,7417760.0869565215
2013-07-19,7418052.173913044
2013-07-20,7418344.260869565
2013-07-21,7418636.347826087
2013-07-22,7418928.434782608
2013-07-23,7419220.521739131
2013-07-24,7419512.608695652
2013-07-25,7419804.695652174
2013-07-26,7420096.782608695
2013-07-27,7420388.869565218
2013-07-28,7420680.956521739
2013-07-29,7420973.043478261
2013-07-30,7421265.130434782
2013-07-31,7421557.217391305
2013-08-01,7421849.304347826
2013-08-02,7422141.391304348
2013-08-03,7422433.478260869
2013-08-04,7422725.565217392
2013-08-05,7423017.652173913
2013-08-06,7423309.739130435
2013-08-07,7423601.826086956
2013-08-08,7423893.9130434785
2013-08-09,7424186.0
2013-08-10,7424478.0869565215
2013-08-11,7424770.173913044
2013-08-12,7425062.260869565
2013-08-13,7425354.347826087
2013-08-14,7425646.434782608
2013-08-15,7425938.521739131
2013-08-16,7426230.608695652
2013-08-17,7426522.695652174
2013-08-18,7426814.782608695
2013-08-19,7427106.869565218
2013-08-20,7427398.956521739
2013-08-21,7427691.043478261
2013-08-22,7427983.130434782
2013-08-23,7428275.217391305
2013-08-24,7428567.304347826
2013-08-25,7428859.391304348
2013-08-26,7429151.478260869
2013-08-27,7429443.565217392
2013-08-28,7429735.652173913
2013-08-29,7430027.739130435
2013-08-30,7430319.826086956
2013-08-31,7430611.9130434785
2013-09-01,7430904.0
2013-09-02,7431168.10989011
2013-09-03,7431432.21978022
2013-09-04,7431696.32967033
2013-09-05,7431960.439560439
2013-09-06,7432224.549450549
2013-09-07,7432488.659340659
2013-09-08,7432752.769230769
2013-09-09,7433016.879120879
2013-09-10,7433280.989010989
2013-09-11,7433545.098901099
2013-09-12,7433809.208791208
2013-09-13,7434073.318681318
2013-09-14,7434337.428571428
2013-09-15,7434601.538461538
2013-09-16,7434865.648351648
2013-09-17,7435129.758241759
2013-09-18,7435393.868131869
2013-09-19,7435657.978021978
2013-09-20,7435922.087912088
2013-09-21,7436186.197802198
2013-09-22,7436450.307692308
2013-09-23,7436714.417582418
2013-09-24,7436978.527472528
2013-09-25,7437242.637362638
2013-09-26,7437506.747252747
2013-09-27,7437770.857142857
2013-09-28,7438034.967032967
2013-09-29,7438299.076923077
2013-09-30,7438563.186813187
2013-10-01,7438827.296703297
2013-10-02,7439091.406593407
2013-10-03,7439355.516483516
2013-10-04,7439619.626373626
2013-10-05,7439883.736263736
2013-10-06,7440147.846153846
2013-10-07,7440411.956043956
2013-10-08,7440676.065934066
2013-10-09,7440940.175824176
2013-10-10,7441204.285714285
2013-10-11,7441468.395604395
2013-10-12,7441732.505494505
2013-10-13,7441996.615384615
2013-10-14,7442260.725274725
2013-10-15,7442524.835164835
2013-10-16,7442788.945054945
2013-10-17,7443053.054945055
2013-10-18,7443317.164835165
2013-10-19,7443581.274725275
2013-10-20,7443845.384615385
2013-10-21,7444109.494505495
2013-10-22,7444373.604395605
2013-10-23,7444637.714285715
2013-10-24,7444901.824175824
2013-10-25,7445165.934065934
2013-10-26,7445430.043956044
2013-10-27,7445694.153846154
2013-10-28,7445958.263736264
2013-10-29,7446222.373626374
2013-10-30,7446486.483516484
2013-10-31,7446750.593406593
2013-11-01,7447014.703296703
2013-11-02,7447278.813186813
2013-11-03,7447542.923076923
2013-11-04,7447807.032967033
2013-11-05,7448071.142857143
2013-11-06,7448335.252747253
2013-11-07,7448599.362637362
2013-11-08,7448863.472527472
2013-11-09,7449127.582417582
2013-11-10,7449391.692307692
2013-11-11,7449655.802197802
2013-11-12,7449919.912087912
2013-11-13,7450184.021978022
2013-11-14,7450448.131868131
2013-11-15,7450712.241758241
2013-11-16,7450976.351648352
2013-11-17,7451240.461538462
2013-11-18,7451504.571428572
2013-11-19,7451768.681318682
2013-11-20,7452032.791208792
2013-11-21,7452296.901098901
2013-11-22,7452561.010989011
2013-11-23,7452825.120879121
2013-11-24,7453089.230769231
2013-11-25,7453353.340659341
2013-11-26,7453617.450549451
2013-11-27,7453881.560439561
2013-11-28,7454145.67032967
2013-11-29,7454409.78021978
2013-11-30,7454673.89010989
2013-12-01,7454938.0
2013-12-02,7455303.511111111
2013-12-03,7455669.022222222
2013-12-04,7456034.533333333
2013-12-05,7456400.044444445
2013-12-06,7456765.555555556
2013-12-07,7457131.066666666
2013-12-08,7457496.577777778
2013-12-09,7457862.088888889
2013-12-10,7458227.6
2013-12-11,7458593.111111111
2013-12-12,7458958.622222222
2013-12-13,7459324.133333334
2013-12-14,7459689.644444444
2013-12-15,7460055.155555556
2013-12-16,7460420.666666667
2013-12-17,7460786.177777777
2013-12-18,7461151.688888889
2013-12-19,7461517.2
2013-12-20,7461882.711111112
2013-12-21,7462248.222222222
2013-12-22,7462613.733333333
2013-12-23,7462979.244444445
2013-12-24,7463344.755555555
2013-12-25,7463710.266666667
2013-12-26,7464075.777777778
2013-12-27,7464441.288888888
2013-12-28,7464806.8
2013-12-29,7465172.311111111
2013-12-30,7465537.822222223
2013-12-31,7465903.333333333
2014-01-01,7466268.844444444
2014-01-02,7466634.355555556
2014-01-03,7466999.866666666
2014-01-04,7467365.377777778
2014-01-05,7467730.888888889
2014-01-06,7468096.4
2014-01-07,7468461.911111111
2014-01-08,7468827.422222222
2014-01-09,7469192.933333334
2014-01-10,7469558.444444444
2014-01-11,7469923.955555555
2014-01-12,7470289.466666667
2014-01-13,7470654.977777778
2014-01-14,7471020.488888889
2014-01-15,7471386.0
2014-01-16,7471751.511111111
2014-01-17,7472117.022222222
2014-01-18,7472482.533333333
2014-01-19,7472848.044444445
2014-01-20,7473213.555555556
2014-01-21,7473579.066666666
2014-01-22,7473944.577777778
2014-01-23,7474310.088888889
2014-01-24,7474675.6
2014-01-25,7475041.111111111
2014-01-26,7475406.622222222
2014-01-27,7475772.133333334
2014-01-28,7476137.644444444
2014-01-29,7476503.155555556
2014-01-30,7476868.666666667
2014-01-31,7477234.177777777
2014-02-01,7477599.688888889
2014-02-02,7477965.2
2014-02-03,7478330.711111112
2014-02-04,7478696.222222222
2014-02-05,7479061.733333333
2014-02-06,7479427.244444445
2014-02-07,7479792.755555555
2014-02-08,7480158.266666667
2014-02-09,7480523.777777778
2014-02-10,7480889.288888888
2014-02-11,7481254.8
2014-02-12,7481620.311111111
2014-02-13,7481985.822222223
2014-02-14,7482351.333333333
2014-02-15,7482716.844444444
2014-02-16,7483082.355555556
2014-02-17,7483447.866666666
2014-02-18,7483813.377777778
2014-02-19,7484178.888888889
2014-02-20,7484544.4
2014-02-21,7484909.911111111
2014-02-22,7485275.422222222
2014-02-23,7485640.933333334
2014-02-24,7486006.444444444
2014-02-25,7486371.955555555
2014-02-26,7486737.466666667
2014-02-27,7487102.977777778
2014-02-28,7487468.488888889
2014-03-01,7487834.0
2014-03-02,7488057.032608695
2014-03-03,7488280.065217392
2014-03-04,7488503.097826087
2014-03-05,7488726.130434782
2014-03-06,7488949.1630434785
2014-03-07,7489172.195652174
2014-03-08,7489395.228260869
2014-03-09,7489618.260869565
2014-03-10,7489841.293478261
2014-03-11,7490064.326086956
2014-03-12,7490287.358695652
2014-03-13,7490510.391304348
2014-03-14,7490733.423913044
2014-03-15,7490956.456521739
2014-03-16,7491179.489130435
2014-03-17,7491402.521739131
2014-03-18,7491625.554347826
2014-03-19,7491848.5869565215
2014-03-20,7492071.619565218
2014-03-21,7492294.652173913
2014-03-22,7492517.684782608
2014-03-23,7492740.717391305
2014-03-24,7492963.75
2014-03-25,7493186.782608695
2014-03-26,7493409.815217392
2014-03-27,7493632.847826087
2014-03-28,7493855.880434782
2014-03-29,7494078.9130434785
2014-03-30,7494301.945652174
2014-03-31,7494524.978260869
2014-04-01,7494748.010869565
2014-04-02,7494971.043478261
2014-04-03,7495194.076086956
2014-04-04,7495417.108695652
2014-04-05,7495640.141304348
2014-04-06,7495863.173913044
2014-04-07,7496086.206521739
2014-04-08,7496309.239130435
2014-04-09,7496532.271739131
2014-04-10,7496755.304347826
2014-04-11,7496978.3369565215
2014-04-12,7497201.369565218
2014-04-13,7497424.402173913
2014-04-14,7497647.434782608
2014-04-15,7497870.467391305
2014-04-16,7498093.5
2014-04-17,7498316.532608695
2014-04-18,7498539.565217392
2014-04-19,7498762.597826087
2014-04-20,7498985.630434782
2014-04-21,7499208.6630434785
2014-04-22,7499431.695652174
2014-04-23,7499654.728260869
2014-04-24,7499877.760869565
2014-04-25,7500100.793478261
2014-04-26,7500323.826086956
2014-04-27,7500546.858695652
2014-04-28,7500769.891304348
2014-04-29,7500992.923913044
2014-04-30,7501215.956521739
2014-05-01,7501438.989130435
2014-05-02,7501662.021739131
2014-05-03,7501885.054347826
2014-05-04,7502108.0869565215
2014-05-05,7502331.119565218
2014-05-06,7502554.152173913
2014-05-07,7502777.184782608
2014-05-08,7503000.217391305
2014-05-09,7503223.25
2014-05-10,7503446.282608695
2014-05-11,7503669.315217392
2014-05-12,7503892.347826087
2014-05-13,7504115.380434782
2014-05-14,7504338.4130434785
2014-05-15,7504561.445652174
2014-05-16,7504784.478260869
2014-05-17,7505007.510869565
2014-05-18,7505230.543478261
2014-05-19,7505453.576086956
2014-05-20,7505676.608695652
2014-05-21,7505899.641304348
2014-05-22,7506122.673913044
2014-05-23,7506345.706521739
2014-05-24,7506568.739130435
2014-05-25,7506791.771739131
2014-05-26,7507014.804347826
2014-05-27,7507237.8369565215
2014-05-28,7507460.869565218
2014-05-29,7507683.902173913
2014-05-30,7507906.934782608
2014-05-31,7508129.967391305
2014-06-01,7508353.0
2014-06-02,7508656.521739131
2014-06-03,7508960.043478261
2014-06-04,7509263.565217392
2014-06-05,7509567.0869565215
2014-06-06,7509870.608695652
2014-06-07,7510174.130434782
2014-06-08,7510477.652173913
2014-06-09,7510781.173913044
2014-06-10,7511084.695652174
2014-06-11,7511388.217391305
2014-06-12,7511691.739130435
2014-06-13,7511995.260869565
2014-06-14,7512298.782608695
2014-06-15,7512602.304347826
2014-06-16,7512905.826086956
2014-06-17,7513209.347826087
2014-06-18,7513512.869565218
2014-06-19,7513816.391304348
2014-06-20,7514119.9130434785
2014-06-21,7514423.434782608
2014-06-22,7514726.956521739
2014-06-23,7515030.478260869
2014-06-24,7515334.0
2014-06-25,7515637.521739131
2014-06-26,7515941.043478261
2014-06-27,7516244.565217392
2014-06-28,7516548.0869565215
2014-06-29,7516851.608695652
2014-06-30,7517155.130434782
2014-07-01,7517458.652173913
2014-07-02,7517762.173913044
2014-07-03,7518065.695652174
2014-07-04,7518369.217391305
2014-07-05,7518672.739130435
2014-07-06,7518976.260869565
2014-07-07,7519279.782608695
2014-07-08,7519583.304347826
2014-07-09,7519886.826086956
2014-07-10,7520190.347826087
2014-07-11,7520493.869565218
2014-07-12,7520797.391304348
2014-07-13,7521100.9130434785
2014-07-14,7521404.434782608
2014-07-15,7521707.956521739
2014-07-16,7522011.478260869
2014-07-17,7522315.0
2014-07-18,7522618.521739131
2014-07-19,7522922.043478261
2014-07-20,7523225.565217392
2014-07-21,7523529.0869565215
2014-07-22,7523832.608695652
2014-07-23,7524136.130434782
2014-07-24,7524439.652173913
2014-07-25,7524743.173913044
2014-07-26,7525046.695652174
2014-07-27,7525350.217391305
2014-07-28,7525653.739130435
2014-07-29,7525957.260869565
2014-07-30,7526260.782608695
2014-07-31,7526564.304347826
2014-08-01,7526867.826086956
2014-08-02,7527171.347826087
2014-08-03,7527474.869565218
2014-08-04,7527778.391304348
2014-08-05,7528081.9130434785
2014-08-06,7528385.434782608
2014-08-07,7528688.956521739
2014-08-08,7528992.478260869
2014-08-09,7529296.0
2014-08-10,7529599.521739131
2014-08-11,7529903.043478261
2014-08-12,7530206.565217392
2014-08-13,7530510.0869565215
2014-08-14,7530813.608695652
2014-08-15,7531117.130434782
2014-08-16,7531420.652173913
2014-08-17,7531724.173913044
2014-08-18,7532027.695652174
2014-08-19,7532331.217391305
2014-08-20,7532634.739130435
2014-08-21,7532938.260869565
2014-08-22,7533241.782608695
2014-08-23,7533545.304347826
2014-08-24,7533848.826086956
2014-08-25,7534152.347826087
2014-08-26,7534455.869565218
2014-08-27,7534759.391304348
2014-08-28,7535062.9130434785
2014-08-29,7535366.434782608
2014-08-30,7535669.956521739
2014-08-31,7535973.478260869
2014-09-01,7536277.0
2014-09-02,7536561.549450549
2014-09-03,7536846.098901099
2014-09-04,7537130.648351648
2014-09-05,7537415.197802198
2014-09-06,7537699.747252747
2014-09-07,7537984.296703297
2014-09-08,7538268.846153846
2014-09-09,7538553.395604395
2014-09-10,7538837.945054945
2014-09-11,7539122.494505495
2014-09-12,7539407.043956044
2014-09-13,7539691.593406593
2014-09-14,7539976.142857143
2014-09-15,7540260.692307692
2014-09-16,7540545.241758241
2014-09-17,7540829.791208792
2014-09-18,7541114.340659341
2014-09-19,7541398.89010989
2014-09-20,7541683.439560439
2014-09-21,7541967.989010989
2014-09-22,7542252.538461538
2014-09-23,7542537.087912088
2014-09-24,7542821.637362638
2014-09-25,7543106.186813187
2014-09-26,7543390.736263736
2014-09-27,7543675.285714285
2014-09-28,7543959.835164835
2014-09-29,7544244.384615385
2014-09-30,7544528.934065934
2014-10-01,7544813.483516484
2014-10-02,7545098.032967033
2014-10-03,7545382.582417582
2014-10-04,7545667.131868131
2014-10-05,7545951.681318682
2014-10-06,7546236.230769231
2014-10-07,7546520.78021978
2014-10-08,7546805.32967033
2014-10-09,7547089.879120879
2014-10-10,7547374.428571428
2014-10-11,7547658.978021978
2014-10-12,7547943.527472528
2014-10-13,7548228.076923077
2014-10-14,7548512.626373626
2014-10-15,7548797.175824176
2014-10-16,7549081.725274725
2014-10-17,7549366.274725275
2014-10-18,7549650.824175824
2014-10-19,7549935.373626374
2014-10-20,7550219.923076923
2014-10-21,7550504.472527472
2014-10-22,7550789.021978022
2014-10-23,7551073.571428572
2014-10-24,7551358.120879121
2014-10-25,7551642.67032967
2014-10-26,7551927.21978022
2014-10-27,7552211.769230769
2014-10-28,7552496.318681318
2014-10-29,7552780.868131869
2014-10-30,7553065.417582418
2014-10-31,7553349.967032967
2014-11-01,7553634.516483516
2014-11-02,7553919.065934066
2014-11-03,7554203.615384615
2014-11-04,7554488.164835165
2014-11-05,7554772.714285715
2014-11-06,7555057.263736264
2014-11-07,7555341.813186813
2014-11-08,7555626.362637362
2014-11-09,7555910.912087912
2014-11-10,7556195.461538462
2014-11-11,7556480.010989011
2014-11-12,7556764.560439561
2014-11-13,7557049.10989011
2014-11-14,7557333.659340659
2014-11-15,7557618.208791208
2014-11-16,7557902.758241759
2014-11-17,7558187.307692308
2014-11-18,7558471.857142857
2014-11-19,7558756.406593407
2014-11-20,7559040.956043956
2014-11-21,7559325.505494505
2014-11-22,7559610.054945055
2014-11-23,7559894.604395605
2014-11-24,7560179.153846154
2014-11-25,7560463.703296703
2014-11-26,7560748.252747253
2014-11-27,7561032.802197802
2014-11-28,7561317.351648352
2014-11-29,7561601.901098901
2014-11-30,7561886.450549451
2014-12-01,7562171.0
2014-12-02,7562543.888888889
2014-12-03,7562916.777777778
2014-12-04,7563289.666666667
2014-12-05,7563662.555555556
2014-12-06,7564035.444444444
2014-12-07,7564408.333333333
2014-12-08,7564781.222222222
2014-12-09,7565154.111111111
2014-12-10,7565527.0
2014-12-11,7565899.888888889
2014-12-12,7566272.777777778
2014-12-13,7566645.666666667
2014-12-14,7567018.555555556
2014-12-15,7567391.444444444
2014-12-16,7567764.333333333
2014-12-17,7568137.222222222
2014-12-18,7568510.111111111
2014-12-19,7568883.0
2014-12-20,7569255.888888889
2014-12-21,7569628.777777778
2014-12-22,7570001.666666667
2014-12-23,7570374.555555556
2014-12-24,7570747.444444444
2014-12-25,7571120.333333333
2014-12-26,7571493.222222222
2014-12-27,7571866.111111111
2014-12-28,7572239.0
2014-12-29,7572611.888888889
2014-12-30,7572984.777777778
2014-12-31,7573357.666666667
2015-01-01,7573730.555555556
2015-01-02,7574103.444444444
2015-01-03,7574476.333333333
2015-01-04,7574849.222222222
2015-01-05,7575222.111111111
2015-01-06,7575595.0
2015-01-07,7575967.888888889
2015-01-08,7576340.777777778
2015-01-09,7576713.666666667
2015-01-10,7577086.555555556
2015-01-11,7577459.444444444
2015-01-12,7577832.333333333
2015-01-13,7578205.222222222
2015-01-14,7578578.111111111
2015-01-15,7578951.0
2015-01-16,7579323.888888889
2015-01-17,7579696.777777778
2015-01-18,7580069.666666667
2015-01-19,7580442.555555556
2015-01-20,7580815.444444444
2015-01-21,7581188.333333333
2015-01-22,7581561.222222222
2015-01-23,7581934.111111111
2015-01-24,7582307.0
2015-01-25,7582679.888888889
2015-01-26,7583052.777777778
2015-01-27,7583425.666666667
2015-01-28,7583798.555555556
2015-01-29,7584171.444444444
2015-01-30,7584544.333333333
2015-01-31,7584917.222222222
2015-02-01,7585290.111111111
2015-02-02,7585663.0
2015-02-03,7586035.888888889
2015-02-04,7586408.777777778
2015-02-05,7586781.666666667
2015-02-06,7587154.555555556
2015-02-07,7587527.444444444
2015-02-08,7587900.333333333
2015-02-09,7588273.222222222
2015-02-10,7588646.111111111
2015-02-11,7589019.0
2015-02-12,7589391.888888889
2015-02-13,7589764.777777778
2015-02-14,7590137.666666667
2015-02-15,7590510.555555556
2015-02-16,7590883.444444444
2015-02-17,7591256.333333333
2015-02-18,7591629.222222222
2015-02-19,7592002.111111111
2015-02-20,7592375.0
2015-02-21,7592747.888888889
2015-02-22,7593120.777777778
2015-02-23,7593493.666666667
2015-02-24,7593866.555555556
2015-02-25,7594239.444444444
2015-02-26,7594612.333333333
2015-02-27,7594985.222222222
2015-02-28,7595358.111111111
2015-03-01,7595731.0
2015-03-02,7595953.141304348
2015-03-03,7596175.282608695
2015-03-04,7596397.423913044
