Date,Population
2010-08-02,7156714.9130434785
2010-08-03,7156915.282608695
2010-08-04,7157115.652173913
2010-08-05,7157316.021739131
2010-08-06,7157516.391304348
2010-08-07,7157716.760869565
2010-08-08,7157917.130434782
2010-08-09,7158117.5
2010-08-10,7158317.869565218
2010-08-11,7158518.239130435
2010-08-12,7158718.608695652
2010-08-13,7158918.978260869
2010-08-14,7159119.347826087
2010-08-15,7159319.717391305
2010-08-16,7159520.0869565215
2010-08-17,7159720.456521739
2010-08-18,7159920.826086956
2010-08-19,7160121.195652174
2010-08-20,7160321.565217392
2010-08-21,7160521.934782608
2010-08-22,7160722.304347826
2010-08-23,7160922.673913044
2010-08-24,7161123.043478261
2010-08-25,7161323.4130434785
2010-08-26,7161523.782608695
2010-08-27,7161724.152173913
2010-08-28,7161924.521739131
2010-08-29,7162124.891304348
2010-08-30,7162325.260869565
2010-08-31,7162525.630434782
2010-09-01,7162726.0
2010-09-02,7162914.626373626
2010-09-03,7163103.252747253
2010-09-04,7163291.879120879
2010-09-05,7163480.505494505
2010-09-06,7163669.131868131
2010-09-07,7163857.758241759
2010-09-08,7164046.384615385
2010-09-09,7164235.010989011
2010-09-10,7164423.637362638
2010-09-11,7164612.263736264
2010-09-12,7164800.89010989
2010-09-13,7164989.516483516
2010-09-14,7165178.142857143
2010-09-15,7165366.769230769
2010-09-16,7165555.395604395
2010-09-17,7165744.021978022
2010-09-18,7165932.648351648
2010-09-19,7166121.274725275
2010-09-20,7166309.901098901
2010-09-21,7166498.527472528
2010-09-22,7166687.153846154
2010-09-23,7166875.78021978
2010-09-24,7167064.406593407
2010-09-25,7167253.032967033
2010-09-26,7167441.659340659
2010-09-27,7167630.285714285
2010-09-28,7167818.912087912
2010-09-29,7168007.538461538
2010-09-30,7168196.164835165
2010-10-01,7168384.791208792
2010-10-02,7168573.417582418
2010-10-03,7168762.043956044
2010-10-04,7168950.67032967
2010-10-05,7169139.296703297
2010-10-06,7169327.923076923
2010-10-07,7169516.549450549
2010-10-08,7169705.175824176
2010-10-09,7169893.802197802
2010-10-10,7170082.428571428
2010-10-11,7170271.054945055
2010-10-12,7170459.681318682
2010-10-13,7170648.307692308
2010-10-14,7170836.934065934
2010-10-15,7171025.560439561
2010-10-16,7171214.186813187
2010-10-17,7171402.813186813
2010-10-18,7171591.439560439
2010-10-19,7171780.065934066
2010-10-20,7171968.692307692
2010-10-21,7172157.318681318
2010-10-22,7172345.945054945
2010-10-23,7172534.571428572
2010-10-24,7172723.197802198
2010-10-25,7172911.824175824
2010-10-26,7173100.450549451
2010-10-27,7173289.076923077
2010-10-28,7173477.703296703
2010-10-29,7173666.32967033
2010-10-30,7173854.956043956
2010-10-31,7174043.582417582
2010-11-01,7174232.208791208
2010-11-02,7174420.835164835
2010-11-03,7174609.461538462
2010-11-04,7174798.087912088
2010-11-05,7174986.714285715
2010-11-06,7175175.340659341
2010-11-07,7175363.967032967
2010-11-08,7175552.593406593
2010-11-09,7175741.21978022
2010-11-10,7175929.846153846
2010-11-11,7176118.472527472
2010-11-12,7176307.098901099
2010-11-13,7176495.725274725
2010-11-14,7176684.351648352
2010-11-15,7176872.978021978
2010-11-16,7177061.604395605
2010-11-17,7177250.230769231
2010-11-18,7177438.857142857
2010-11-19,7177627.483516484
2010-11-20,7177816.10989011
2010-11-21,7178004.736263736
2010-11-22,7178193.362637362
2010-11-23,7178381.989010989
2010-11-24,7178570.615384615
2010-11-25,7178759.241758241
2010-11-26,7178947.868131869
2010-11-27,7179136.494505495
2010-11-28,7179325.120879121
2010-11-29,7179513.747252747
2010-11-30,7179702.373626374
2010-12-01,7179891.0
2010-12-02,7180167.066666666
2010-12-03,7180443.133333334
2010-12-04,7180719.2
2010-12-05,7180995.266666667
2010-12-06,7181271.333333333
2010-12-07,7181547.4
2010-12-08,7181823.466666667
2010-12-09,7182099.533333333
2010-12-10,7182375.6
2010-12-11,7182651.666666667
2010-12-12,7182927.733333333
2010-12-13,7183203.8
2010-12-14,7183479.866666666
2010-12-15,7183755.933333334
2010-12-16,7184032.0
2010-12-17,7184308.066666666
2010-12-18,7184584.133333334
2010-12-19,7184860.2
2010-12-20,7185136.266666667
2010-12-21,7185412.333333333
2010-12-22,7185688.4
2010-12-23,7185964.466666667
2010-12-24,7186240.533333333
2010-12-25,7186516.6
2010-12-26,7186792.666666667
2010-12-27,7187068.733333333
2010-12-28,7187344.8
2010-12-29,7187620.866666666
2010-12-30,7187896.933333334
2010-12-31,7188173.0
2011-01-01,7188449.066666666
2011-01-02,7188725.133333334
2011-01-03,7189001.2
2011-01-04,7189277.266666667
2011-01-05,7189553.333333333
2011-01-06,7189829.4
2011-01-07,7190105.466666667
2011-01-08,7190381.533333333
2011-01-09,7190657.6
2011-01-10,7190933.666666667
2011-01-11,7191209.733333333
2011-01-12,7191485.8
2011-01-13,7191761.866666666
2011-01-14,7192037.933333334
2011-01-15,7192314.0
2011-01-16,7192590.066666666
2011-01-17,7192866.133333334
2011-01-18,7193142.2
2011-01-19,7193418.266666667
2011-01-20,7193694.333333333
2011-01-21,7193970.4
2011-01-22,7194246.466666667
2011-01-23,7194522.533333333
2011-01-24,7194798.6
2011-01-25,7195074.666666667
2011-01-26,7195350.733333333
2011-01-27,7195626.8
2011-01-28,7195902.866666666
2011-01-29,7196178.933333334
2011-01-30,7196455.0
2011-01-31,7196731.066666666
2011-02-01,7197007.133333334
2011-02-02,7197283.2
2011-02-03,7197559.266666667
2011-02-04,7197835.333333333
2011-02-05,7198111.4
2011-02-06,7198387.466666667
2011-02-07,7198663.533333333
2011-02-08,7198939.6
2011-02-09,7199215.666666667
2011-02-10,7199491.733333333
2011-02-11,7199767.8
2011-02-12,7200043.866666666
2011-02-13,7200319.933333334
2011-02-14,7200596.0
2011-02-15,7200872.066666666
2011-02-16,7201148.133333334
2011-02-17,7201424.2
2011-02-18,7201700.266666667
2011-02-19,7201976.333333333
2011-02-20,7202252.4
2011-02-21,7202528.466666667
2011-02-22,7202804.533333333
2011-02-23,7203080.6
2011-02-24,7203356.666666667
2011-02-25,7203632.733333333
2011-02-26,7203908.8
2011-02-27,7204184.866666666
2011-02-28,7204460.933333334
2011-03-01,7204737.0
2011-03-02,7204886.9130434785
2011-03-03,7205036.826086956
2011-03-04,7205186.739130435
2011-03-05,7205336.652173913
2011-03-06,7205486.565217392
2011-03-07,7205636.478260869
2011-03-08,7205786.391304348
2011-03-09,7205936.304347826
2011-03-10,7206086.217391305
2011-03-11,7206236.130434782
2011-03-12,7206386.043478261
2011-03-13,7206535.956521739
2011-03-14,7206685.869565218
2011-03-15,7206835.782608695
2011-03-16,7206985.695652174
2011-03-17,7207135.608695652
2011-03-18,7207285.521739131
2011-03-19,7207435.434782608
2011-03-20,7207585.347826087
2011-03-21,7207735.260869565
2011-03-22,7207885.173913044
2011-03-23,7208035.0869565215
2011-03-24,7208185.0
2011-03-25,7208334.9130434785
2011-03-26,7208484.826086956
2011-03-27,7208634.739130435
2011-03-28,7208784.652173913
2011-03-29,7208934.565217392
2011-03-30,7209084.478260869
2011-03-31,7209234.391304348
2011-04-01,7209384.304347826
2011-04-02,7209534.217391305
2011-04-03,7209684.130434782
2011-04-04,7209834.043478261
2011-04-05,7209983.956521739
2011-04-06,7210133.869565218
2011-04-07,7210283.782608695
2011-04-08,7210433.695652174
2011-04-09,7210583.608695652
2011-04-10,7210733.521739131
2011-04-11,7210883.434782608
2011-04-12,7211033.347826087
2011-04-13,7211183.260869565
2011-04-14,7211333.173913044
2011-04-15,7211483.0869565215
2011-04-16,7211633.0
2011-04-17,7211782.9130434785
2011-04-18,7211932.826086956
2011-04-19,7212082.739130435
2011-04-20,7212232.652173913
2011-04-21,7212382.565217392
2011-04-22,7212532.478260869
2011-04-23,7212682.391304348
2011-04-24,7212832.304347826
2011-04-25,7212982.217391305
2011-04-26,7213132.130434782
2011-04-27,7213282.043478261
2011-04-28,7213431.956521739
2011-04-29,7213581.869565218
2011-04-30,7213731.782608695
2011-05-01,7213881.695652174
2011-05-02,7214031.608695652
2011-05-03,7214181.521739131
2011-05-04,7214331.434782608
2011-05-05,7214481.347826087
2011-05-06,7214631.260869565
2011-05-07,7214781.173913044
2011-05-08,7214931.0869565215
2011-05-09,7215081.0
2011-05-10,7215230.9130434785
2011-05-11,7215380.826086956
2011-05-12,7215530.739130435
2011-05-13,7215680.652173913
2011-05-14,7215830.565217392
2011-05-15,7215980.478260869
2011-05-16,7216130.391304348
2011-05-17,7216280.304347826
2011-05-18,7216430.217391305
2011-05-19,7216580.130434782
2011-05-20,7216730.043478261
2011-05-21,7216879.956521739
2011-05-22,7217029.869565218
2011-05-23,7217179.782608695
2011-05-24,7217329.695652174
2011-05-25,7217479.608695652
2011-05-26,7217629.521739131
2011-05-27,7217779.434782608
2011-05-28,7217929.347826087
2011-05-29,7218079.260869565
2011-05-30,7218229.173913044
2011-05-31,7218379.0869565215
2011-06-01,7218529.0
2011-06-02,7218757.25
2011-06-03,7218985.5
2011-06-04,7219213.75
2011-06-05,7219442.0
2011-06-06,7219670.25
2011-06-07,7219898.5
2011-06-08,7220126.75
2011-06-09,7220355.0
2011-06-10,7220583.25
2011-06-11,7220811.5
2011-06-12,7221039.75
2011-06-13,7221268.0
2011-06-14,7221496.25
2011-06-15,7221724.5
2011-06-16,7221952.75
2011-06-17,7222181.0
2011-06-18,7222409.25
2011-06-19,7222637.5
2011-06-20,7222865.75
2011-06-21,7223094.0
2011-06-22,7223322.25
2011-06-23,7223550.5
2011-06-24,7223778.75
2011-06-25,7224007.0
2011-06-26,7224235.25
2011-06-27,7224463.5
2011-06-28,7224691.75
2011-06-29,7224920.0
2011-06-30,7225148.25
2011-07-01,7225376.5
2011-07-02,7225604.75
2011-07-03,7225833.0
2011-07-04,7226061.25
2011-07-05,7226289.5
2011-07-06,7226517.75
2011-07-07,7226746.0
2011-07-08,7226974.25
2011-07-09,7227202.5
2011-07-10,7227430.75
2011-07-11,7227659.0
2011-07-12,7227887.25
2011-07-13,7228115.5
2011-07-14,7228343.75
2011-07-15,7228572.0
2011-07-16,7228800.25
2011-07-17,7229028.5
2011-07-18,7229256.75
2011-07-19,7229485.0
2011-07-20,7229713.25
2011-07-21,7229941.5
2011-07-22,7230169.75
2011-07-23,7230398.0
2011-07-24,7230626.25
2011-07-25,7230854.5
2011-07-26,7231082.75
2011-07-27,7231311.0
2011-07-28,7231539.25
2011-07-29,7231767.5
2011-07-30,7231995.75
2011-07-31,7232224.0
2011-08-01,7232452.25
2011-08-02,7232680.5
2011-08-03,7232908.75
2011-08-04,7233137.0
2011-08-05,7233365.25
2011-08-06,7233593.5
2011-08-07,7233821.75
2011-08-08,7234050.0
2011-08-09,7234278.25
2011-08-10,7234506.5
2011-08-11,7234734.75
2011-08-12,7234963.0
2011-08-13,7235191.25
2011-08-14,7235419.5
2011-08-15,7235647.75
2011-08-16,7235876.0
2011-08-17,7236104.25
2011-08-18,7236332.5
2011-08-19,7236560.75
2011-08-20,7236789.0
2011-08-21,7237017.25
2011-08-22,7237245.5
2011-08-23,7237473.75
2011-08-24,7237702.0
2011-08-25,7237930.25
2011-08-26,7238158.5
2011-08-27,7238386.75
2011-08-28,7238615.0
2011-08-29,7238843.25
2011-08-30,7239071.5
2011-08-31,7239299.75
2011-09-01,7239528.0
2011-09-02,7239738.923076923
2011-09-03,7239949.846153846
2011-09-04,7240160.769230769
2011-09-05,7240371.692307692
2011-09-06,7240582.615384615
2011-09-07,7240793.538461538
2011-09-08,7241004.461538462
2011-09-09,7241215.384615385
2011-09-10,7241426.307692308
2011-09-11,7241637.230769231
2011-09-12,7241848.153846154
2011-09-13,7242059.076923077
2011-09-14,7242270.0
2011-09-15,7242480.923076923
2011-09-16,7242691.846153846
2011-09-17,7242902.769230769
2011-09-18,7243113.692307692
2011-09-19,7243324.615384615
2011-09-20,7243535.538461538
2011-09-21,7243746.461538462
2011-09-22,7243957.384615385
2011-09-23,7244168.307692308
2011-09-24,7244379.230769231
2011-09-25,7244590.153846154
2011-09-26,7244801.076923077
2011-09-27,7245012.0
2011-09-28,7245222.923076923
2011-09-29,7245433.846153846
2011-09-30,7245644.769230769
2011-10-01,7245855.692307692
2011-10-02,7246066.615384615
2011-10-03,7246277.538461538
2011-10-04,7246488.461538462
2011-10-05,7246699.384615385
2011-10-06,7246910.307692308
2011-10-07,7247121.230769231
2011-10-08,7247332.153846154
2011-10-09,7247543.076923077
2011-10-10,7247754.0
2011-10-11,7247964.923076923
2011-10-12,7248175.846153846
2011-10-13,7248386.769230769
2011-10-14,7248597.692307692
2011-10-15,7248808.615384615
2011-10-16,7249019.538461538
2011-10-17,7249230.461538462
2011-10-18,7249441.384615385
2011-10-19,7249652.307692308
2011-10-20,7249863.230769231
2011-10-21,7250074.153846154
2011-10-22,7250285.076923077
2011-10-23,7250496.0
2011-10-24,7250706.923076923
2011-10-25,7250917.846153846
2011-10-26,7251128.769230769
2011-10-27,7251339.692307692
2011-10-28,7251550.615384615
2011-10-29,7251761.538461538
2011-10-30,7251972.461538462
2011-10-31,7252183.384615385
2011-11-01,7252394.307692308
2011-11-02,7252605.230769231
2011-11-03,7252816.153846154
2011-11-04,7253027.076923077
2011-11-05,7253238.0
2011-11-06,7253448.923076923
2011-11-07,7253659.846153846
2011-11-08,7253870.769230769
2011-11-09,7254081.692307692
2011-11-10,7254292.615384615
2011-11-11,7254503.538461538
2011-11-12,7254714.461538462
2011-11-13,7254925.384615385
2011-11-14,7255136.307692308
2011-11-15,7255347.230769231
2011-11-16,7255558.153846154
2011-11-17,7255769.076923077
2011-11-18,7255980.0
2011-11-19,7256190.923076923
2011-11-20,7256401.846153846
2011-11-21,7256612.769230769
2011-11-22,7256823.692307692
2011-11-23,7257034.615384615
2011-11-24,7257245.538461538
2011-11-25,7257456.461538462
2011-11-26,7257667.384615385
2011-11-27,7257878.307692308
2011-11-28,7258089.230769231
2011-11-29,7258300.153846154
2011-11-30,7258511.076923077
2011-12-01,7258722.0
2011-12-02,7259010.571428572
2011-12-03,7259299.142857143
2011-12-04,7259587.714285715
2011-12-05,7259876.285714285
2011-12-06,7260164.857142857
2011-12-07,7260453.428571428
2011-12-08,7260742.0
2011-12-09,7261030.571428572
2011-12-10,7261319.142857143
2011-12-11,7261607.714285715
2011-12-12,7261896.285714285
2011-12-13,7262184.857142857
2011-12-14,7262473.428571428
2011-12-15,7262762.0
2011-12-16,7263050.571428572
2011-12-17,7263339.142857143
2011-12-18,7263627.714285715
2011-12-19,7263916.285714285
2011-12-20,7264204.857142857
2011-12-21,7264493.428571428
2011-12-22,7264782.0
2011-12-23,7265070.571428572
2011-12-24,7265359.142857143
2011-12-25,7265647.714285715
2011-12-26,7265936.285714285
2011-12-27,7266224.857142857
2011-12-28,7266513.428571428
2011-12-29,7266802.0
2011-12-30,7267090.571428572
2011-12-31,7267379.142857143
2012-01-01,7267667.714285715
2012-01-02,7267956.285714285
2012-01-03,7268244.857142857
2012-01-04,7268533.428571428
2012-01-05,7268822.0
2012-01-06,7269110.571428572
2012-01-07,7269399.142857143
2012-01-08,7269687.714285715
2012-01-09,7269976.285714285
2012-01-10,7270264.857142857
2012-01-11,7270553.428571428
2012-01-12,7270842.0
2012-01-13,7271130.571428572
2012-01-14,7271419.142857143
2012-01-15,7271707.714285715
2012-01-16,7271996.285714285
2012-01-17,7272284.857142857
2012-01-18,7272573.428571428
2012-01-19,7272862.0
2012-01-20,7273150.571428572
2012-01-21,7273439.142857143
2012-01-22,7273727.714285715
2012-01-23,7274016.285714285
2012-01-24,7274304.857142857
2012-01-25,7274593.428571428
2012-01-26,7274882.0
2012-01-27,7275170.571428572
2012-01-28,7275459.142857143
2012-01-29,7275747.714285715
2012-01-30,7276036.285714285
2012-01-31,7276324.857142857
2012-02-01,7276613.428571428
2012-02-02,7276902.0
2012-02-03,7277190.571428572
2012-02-04,7277479.142857143
2012-02-05,7277767.714285715
2012-02-06,7278056.285714285
2012-02-07,7278344.857142857
2012-02-08,7278633.428571428
2012-02-09,7278922.0
2012-02-10,7279210.571428572
2012-02-11,7279499.142857143
2012-02-12,7279787.714285715
2012-02-13,7280076.285714285
2012-02-14,7280364.857142857
2012-02-15,7280653.428571428
2012-02-16,7280942.0
2012-02-17,7281230.571428572
2012-02-18,7281519.142857143
2012-02-19,7281807.714285715
2012-02-20,7282096.285714285
2012-02-21,7282384.857142857
2012-02-22,7282673.428571428
2012-02-23,7282962.0
2012-02-24,7283250.571428572
2012-02-25,7283539.142857143
2012-02-26,7283827.714285715
2012-02-27,7284116.285714285
2012-02-28,7284404.857142857
2012-02-29,7284693.428571428
2012-03-01,7284982.0
2012-03-02,7285191.369565218
2012-03-03,7285400.739130435
2012-03-04,7285610.108695652
2012-03-05,7285819.478260869
2012-03-06,7286028.847826087
2012-03-07,7286238.217391305
2012-03-08,7286447.5869565215
2012-03-09,7286656.956521739
2012-03-10,7286866.326086956
2012-03-11,7287075.695652174
2012-03-12,7287285.065217392
2012-03-13,7287494.434782608
2012-03-14,7287703.804347826
2012-03-15,7287913.173913044
2012-03-16,7288122.543478261
2012-03-17,7288331.9130434785
2012-03-18,7288541.282608695
2012-03-19,7288750.652173913
2012-03-20,7288960.021739131
2012-03-21,7289169.391304348
2012-03-22,7289378.760869565
2012-03-23,7289588.130434782
2012-03-24,7289797.5
2012-03-25,7290006.869565218
2012-03-26,7290216.239130435
2012-03-27,7290425.608695652
2012-03-28,7290634.978260869
2012-03-29,7290844.347826087
2012-03-30,7291053.717391305
2012-03-31,7291263.0869565215
2012-04-01,7291472.456521739
2012-04-02,7291681.826086956
2012-04-03,7291891.195652174
2012-04-04,7292100.565217392
2012-04-05,7292309.934782608
2012-04-06,7292519.304347826
2012-04-07,7292728.673913044
2012-04-08,7292938.043478261
2012-04-09,7293147.4130434785
2012-04-10,7293356.782608695
2012-04-11,7293566.152173913
2012-04-12,7293775.521739131
2012-04-13,7293984.891304348
2012-04-14,7294194.260869565
2012-04-15,7294403.630434782
2012-04-16,7294613.0
2012-04-17,7294822.369565218
2012-04-18,7295031.739130435
2012-04-19,7295241.108695652
2012-04-20,7295450.478260869
2012-04-21,7295659.847826087
2012-04-22,7295869.217391305
2012-04-23,7296078.5869565215
2012-04-24,7296287.956521739
2012-04-25,7296497.326086956
2012-04-26,7296706.695652174
2012-04-27,7296916.065217392
2012-04-28,7297125.434782608
2012-04-29,7297334.804347826
2012-04-30,7297544.173913044
2012-05-01,7297753.543478261
2012-05-02,7297962.9130434785
2012-05-03,7298172.282608695
2012-05-04,7298381.652173913
2012-05-05,7298591.021739131
2012-05-06,7298800.391304348
2012-05-07,7299009.760869565
2012-05-08,7299219.130434782
2012-05-09,7299428.5
2012-05-10,7299637.869565218
2012-05-11,7299847.239130435
2012-05-12,7300056.608695652
2012-05-13,7300265.978260869
2012-05-14,7300475.347826087
2012-05-15,7300684.717391305
2012-05-16,7300894.0869565215
2012-05-17,7301103.456521739
2012-05-18,7301312.826086956
2012-05-19,7301522.195652174
2012-05-20,7301731.565217392
2012-05-21,7301940.934782608
2012-05-22,7302150.304347826
2012-05-23,7302359.673913044
2012-05-24,7302569.043478261
2012-05-25,7302778.4130434785
2012-05-26,7302987.782608695
2012-05-27,7303197.152173913
2012-05-28,7303406.521739131
2012-05-29,7303615.891304348
2012-05-30,7303825.260869565
2012-05-31,7304034.630434782
2012-06-01,7304244.0
2012-06-02,7304498.021739131
2012-06-03,7304752.043478261
2012-06-04,7305006.065217392
2012-06-05,7305260.0869565215
2012-06-06,7305514.108695652
2012-06-07,7305768.130434782
2012-06-08,7306022.152173913
2012-06-09,7306276.173913044
2012-06-10,7306530.195652174
2012-06-11,7306784.217391305
2012-06-12,7307038.239130435
2012-06-13,7307292.260869565
2012-06-14,7307546.282608695
2012-06-15,7307800.304347826
2012-06-16,7308054.326086956
2012-06-17,7308308.347826087
2012-06-18,7308562.369565218
2012-06-19,7308816.391304348
2012-06-20,7309070.4130434785
2012-06-21,7309324.434782608
2012-06-22,7309578.456521739
2012-06-23,7309832.478260869
2012-06-24,7310086.5
2012-06-25,7310340.521739131
2012-06-26,7310594.543478261
2012-06-27,7310848.565217392
2012-06-28,7311102.5869565215
2012-06-29,7311356.608695652
2012-06-30,7311610.630434782
2012-07-01,7311864.652173913
2012-07-02,7312118.673913044
2012-07-03,7312372.695652174
2012-07-04,7312626.717391305
2012-07-05,7312880.739130435
2012-07-06,7313134.760869565
2012-07-07,7313388.782608695
2012-07-08,7313642.804347826
2012-07-09,7313896.826086956
2012-07-10,7314150.847826087
2012-07-11,7314404.869565218
2012-07-12,7314658.891304348
2012-07-13,7314912.9130434785
2012-07-14,7315166.934782608
2012-07-15,7315420.956521739
2012-07-16,7315674.978260869
2012-07-17,7315929.0
2012-07-18,7316183.021739131
2012-07-19,7316437.043478261
2012-07-20,7316691.065217392
2012-07-21,7316945.0869565215
2012-07-22,7317199.108695652
2012-07-23,7317453.130434782
2012-07-24,7317707.152173913
2012-07-25,7317961.173913044
2012-07-26,7318215.195652174
2012-07-27,7318469.217391305
2012-07-28,7318723.239130435
2012-07-29,7318977.260869565
2012-07-30,7319231.282608695
2012-07-31,7319485.304347826
2012-08-01,7319739.326086956
2012-08-02,7319993.347826087
2012-08-03,7320247.369565218
2012-08-04,7320501.391304348
2012-08-05,7320755.4130434785
2012-08-06,7321009.434782608
2012-08-07,7321263.456521739
2012-08-08,7321517.478260869
2012-08-09,7321771.5
