Year,Week,Predicted_Demand,Date
2037,10,56539.79,2037-03-09
2037,11,54677.062,2037-03-16
2037,12,56372.32,2037-03-23
2037,13,53653.355,2037-03-30
2037,14,52437.99,2037-04-06
2037,15,52750.58,2037-04-13
2037,16,52498.215,2037-04-20
2037,17,51223.996,2037-04-27
2037,18,54166.934,2037-05-04
2037,19,54430.637,2037-05-11
2037,20,56331.188,2037-05-18
2037,21,57998.727,2037-05-25
2037,22,57667.52,2037-06-01
2037,23,58682.78,2037-06-08
2037,24,59489.992,2037-06-15
2037,25,62522.215,2037-06-22
2037,26,60465.68,2037-06-29
2037,27,61028.426,2037-07-06
2037,28,60425.953,2037-07-13
2037,29,59469.64,2037-07-20
2037,30,60239.96,2037-07-27
2037,31,58565.312,2037-08-03
2037,32,58553.023,2037-08-10
2037,33,57400.44,2037-08-17
2037,34,57383.062,2037-08-24
2037,35,54962.754,2037-08-31
2037,36,53828.79,2037-09-07
2037,37,53201.145,2037-09-14
2037,38,52479.008,2037-09-21
2037,39,52062.7,2037-09-28
2037,40,51237.03,2037-10-05
2037,41,52389.28,2037-10-12
2037,42,53048.49,2037-10-19
2037,43,52106.484,2037-10-26
2037,44,52148.586,2037-11-02
2037,45,53839.504,2037-11-09
2037,46,52327.676,2037-11-16
2037,47,52882.805,2037-11-23
2037,48,53166.914,2037-11-30
2037,49,55203.14,2037-12-07
2037,50,55227.844,2037-12-14
2037,51,60007.168,2037-12-21
2037,52,48320.55,2037-12-28
2037,53,29414.172,2038-01-04
2038,1,55212.52,2038-01-04
2038,2,59939.824,2038-01-11
2038,3,55333.35,2038-01-18
2038,4,59188.945,2038-01-25
2038,5,56395.547,2038-02-01
2038,6,57627.95,2038-02-08
2038,7,55844.223,2038-02-15
2038,8,55242.812,2038-02-22
2038,9,56188.29,2038-03-01
2038,10,54755.414,2038-03-08
2038,11,55480.082,2038-03-15
2038,12,54330.293,2038-03-22
2038,13,53648.484,2038-03-29
2038,14,52796.773,2038-04-05
2038,15,51182.543,2038-04-12
2038,16,51269.75,2038-04-19
2038,17,53856.383,2038-04-26
2038,18,54470.89,2038-05-03
2038,19,54467.266,2038-05-10
2038,20,54254.145,2038-05-17
2038,21,56199.496,2038-05-24
2038,22,58527.836,2038-05-31
2038,23,58389.3,2038-06-07
2038,24,59421.227,2038-06-14
2038,25,59670.223,2038-06-21
2038,26,61085.438,2038-06-28
2038,27,61557.266,2038-07-05
