DATE,SOI,SST_DIFF,enso
8/14/2020,1.76,-0.56,0
8/15/2020,5.46,-0.56,0
8/16/2020,-1.94,-0.56,0
8/17/2020,-3.52,-0.52,0
8/18/2020,10.56,-0.52,0
8/19/2020,28.46,-0.52,0
8/20/2020,26.4,-0.52,0
8/21/2020,23.79,-0.52,0
8/22/2020,9.53,-0.52,0
8/23/2020,9.53,-0.52,0
8/24/2020,11.17,-0.64,0
8/25/2020,-3.22,-0.64,0
8/26/2020,-6.13,-0.64,0
8/27/2020,-0.67,-0.64,0
8/28/2020,9.65,-0.64,0
8/29/2020,18.63,-0.64,0
8/30/2020,22.7,-0.64,0
8/31/2020,21.36,-0.73,0
9/1/2020,18.66,-0.73,0
9/2/2020,20.15,-0.73,0
9/3/2020,12.6,-0.73,0
9/4/2020,6.78,-0.73,0
9/5/2020,8.56,-0.73,0
9/6/2020,12.18,-0.73,0
9/7/2020,13.31,-0.83,-1
9/8/2020,-2.61,-0.83,0
9/9/2020,-6,-0.83,0
9/10/2020,0.12,-0.83,0
9/11/2020,1.25,-0.83,0
9/12/2020,6.3,-0.83,0
9/13/2020,3.03,-0.83,0
9/14/2020,2.14,-0.89,0
9/15/2020,7.67,-0.89,0
9/16/2020,14.09,-0.89,-1
9/17/2020,17.89,-0.89,-1
9/18/2020,12.84,-0.89,-1
9/19/2020,10.28,-0.89,-1
9/20/2020,13.73,-0.89,-1
9/21/2020,14.32,-0.99,-1
9/22/2020,12.72,-0.99,-1
9/23/2020,7.43,-0.99,0
9/24/2020,14.26,-0.99,-1
9/25/2020,16.88,-0.99,-1
9/26/2020,16.11,-0.99,-1
9/27/2020,11.41,-0.99,-1
9/28/2020,8.62,-0.97,-1
9/29/2020,7.01,-0.97,0
9/30/2020,16.11,-0.97,-1
10/1/2020,20.43,-0.97,-1
10/2/2020,18.11,-0.97,-1
10/3/2020,10.44,-0.97,-1
10/4/2020,6.83,-0.97,0
10/5/2020,10.05,-0.99,-1
10/6/2020,12.83,-0.99,-1
10/7/2020,13.99,-0.99,-1
10/8/2020,13.92,-0.99,-1
10/9/2020,19.53,-0.99,-1
10/10/2020,14.31,-0.99,-1
10/11/2020,11.99,-0.99,-1
10/12/2020,11.28,-1.2,-1
10/13/2020,10.31,-1.2,-1
10/14/2020,-2.26,-1.2,0
10/15/2020,-7.29,-1.2,0
10/16/2020,-6.13,-1.2,0
10/17/2020,-9.67,-1.2,0
10/18/2020,-7.74,-1.2,0
10/19/2020,-6.71,-1.43,0
10/20/2020,-1.48,-1.43,0
10/21/2020,3.61,-1.43,0
10/22/2020,9.47,-1.43,-1
10/23/2020,9.22,-1.43,-1
10/24/2020,1.16,-1.43,0
10/25/2020,-6.71,-1.43,0
10/26/2020,-2.84,-1.7,0
10/27/2020,-3.48,-1.7,0
10/28/2020,-14.38,-1.7,0
10/29/2020,-13.93,-1.7,0
10/30/2020,0.19,-1.7,0
10/31/2020,20.3,-1.7,-1
11/1/2020,28.76,-1.7,-1
11/2/2020,23.35,-1.7,-1
11/3/2020,14.76,-1.7,-1
11/4/2020,3.37,-1.7,0
11/5/2020,-5.79,-1.7,0
11/6/2020,-4.71,-1.7,0
11/7/2020,6.61,-1.7,0
11/8/2020,13.36,-1.7,-1
11/9/2020,2.48,-1.38,0
11/10/2020,3.62,-1.38,0
11/11/2020,6.36,-1.38,0
11/12/2020,6.74,-1.38,0
11/13/2020,11.26,-1.38,-1
11/14/2020,17.69,-1.38,-1
11/15/2020,9.92,-1.38,-1
11/16/2020,11.45,-1.29,-1
11/17/2020,17.69,-1.29,-1
11/18/2020,20.1,-1.29,-1
11/19/2020,20.17,-1.29,-1
11/20/2020,16.86,-1.29,-1
11/21/2020,2.86,-1.29,0
11/22/2020,-7.51,-1.29,0
11/23/2020,-7.83,-1.36,0
11/24/2020,2.92,-1.36,0
11/25/2020,5.66,-1.36,0
11/26/2020,5.21,-1.36,0
11/27/2020,3.18,-1.36,0
11/28/2020,1.21,-1.36,0
11/29/2020,19.4,-1.36,-1
11/30/2020,28.18,-1.36,-1
12/1/2020,21.23,-1.36,-1
12/2/2020,15.78,-1.36,-1
12/3/2020,11.31,-1.36,-1
12/4/2020,6.23,-1.36,0
12/5/2020,8.25,-1.36,-1
12/6/2020,11.78,-1.36,-1
12/7/2020,15.15,-1.2,-1
12/8/2020,7.73,-1.2,0
12/9/2020,5.29,-1.2,0
12/10/2020,10.79,-1.2,-1
12/11/2020,5.6,-1.2,0
12/12/2020,15.88,-1.2,-1
12/13/2020,16.97,-1.2,-1
12/14/2020,21.43,-1.13,-1
12/15/2020,19.88,-1.13,-1
12/16/2020,28.65,-1.13,-1
12/17/2020,34.1,-1.13,-1
12/18/2020,34.1,-1.13,-1
12/19/2020,30.57,-1.13,-1
12/20/2020,10.02,-1.13,-1
12/21/2020,21.12,-1.1,-1
12/22/2020,22.26,-1.1,-1
12/23/2020,14.89,-1.1,-1
12/24/2020,4.88,-1.1,0
12/25/2020,4.88,-1.1,0
12/26/2020,8.93,-1.1,-1
12/27/2020,15.15,-1.1,-1
12/28/2020,19.15,-1.05,-1
12/29/2020,20.86,-1.05,-1
12/30/2020,25.01,-1.05,-1
12/31/2020,32.12,-1.05,-1
1/1/2021,15.27,-1.05,-1
1/2/2021,18.05,-1.05,-1
1/3/2021,23.42,-1.05,-1
1/4/2021,25.4,-1.06,-1
1/5/2021,20.07,-1.06,-1
1/6/2021,26.62,-1.06,-1
1/7/2021,25.58,-1.06,-1
1/8/2021,15.13,-1.06,-1
1/9/2021,4.25,-1.06,0
1/10/2021,8.2,-1.06,-1
1/11/2021,15.17,-1.09,-1
1/12/2021,17.39,-1.09,-1
1/13/2021,23.79,-1.09,-1
1/14/2021,20.26,-1.09,-1
1/15/2021,22.38,-1.09,-1
1/16/2021,20.26,-1.09,-1
1/17/2021,20.69,-1.09,-1
1/18/2021,22.66,-1.04,-1
1/19/2021,22.99,-1.04,-1
1/20/2021,4.86,-1.04,0
1/21/2021,-1.27,-1.04,0
1/22/2021,1.14,-1.04,0
1/23/2021,4.86,-1.04,0
1/24/2021,5.66,-1.04,0
1/25/2021,10.13,-0.87,-1
1/26/2021,25.16,-0.87,-1
1/27/2021,30.39,-0.87,-1
1/28/2021,21.11,-0.87,-1
1/29/2021,8.91,-0.87,-1
1/30/2021,6.65,-0.87,0
1/31/2021,6.18,-0.87,0
2/1/2021,4.08,-0.79,0
2/2/2021,9.17,-0.79,0
2/3/2021,18.01,-0.79,0
2/4/2021,19.12,-0.79,0
2/5/2021,8.26,-0.79,0
2/6/2021,0.62,-0.79,0
2/7/2021,13.26,-0.79,0
2/8/2021,28.44,-0.87,-1
2/9/2021,30.93,-0.87,-1
2/10/2021,20.03,-0.87,-1
2/11/2021,11.34,-0.87,-1
2/12/2021,6.15,-0.87,0
2/13/2021,2.69,-0.87,0
2/14/2021,5,-0.87,0
2/15/2021,6.72,-0.84,0
2/16/2021,16.52,-0.84,-1
2/17/2021,28.77,-0.84,-1
2/18/2021,29.4,-0.84,-1
2/19/2021,22.82,-0.84,-1
2/20/2021,21.71,-0.84,-1
2/21/2021,19.79,-0.84,-1
2/22/2021,18.25,-0.98,-1
2/23/2021,7.54,-0.98,0
2/24/2021,-3.46,-0.98,0
2/25/2021,-14.79,-0.98,0
2/26/2021,-9.56,-0.98,0
2/27/2021,1.44,-0.98,0
2/28/2021,-5.43,-0.98,0
3/1/2021,-8.47,-0.93,0
3/2/2021,-6.8,-0.93,0
3/3/2021,-6.08,-0.93,0
3/4/2021,-8.47,-0.93,0
3/5/2021,-6.94,-0.93,0
3/6/2021,-2.73,-0.93,0
3/7/2021,-3.4,-0.93,0
3/8/2021,-4.12,-0.65,0
3/9/2021,-8.09,-0.65,0
3/10/2021,4.21,-0.65,0
3/11/2021,7.71,-0.65,0
3/12/2021,-6.51,-0.65,0
3/13/2021,-11.68,-0.65,0
3/14/2021,-2.44,-0.65,0
3/15/2021,-1.29,-0.73,0
3/16/2021,-5.51,-0.73,0
3/17/2021,-2.68,-0.73,0
3/18/2021,-2.49,-0.73,0
3/19/2021,-2.2,-0.73,0
3/20/2021,5.79,-0.73,0
3/21/2021,8.85,-0.73,0
3/22/2021,9.81,-0.75,0
3/23/2021,5.41,-0.75,0
3/24/2021,7.8,-0.75,0
3/25/2021,8.28,-0.75,0
3/26/2021,9.57,-0.75,0
3/27/2021,9.62,-0.75,0
3/28/2021,3.54,-0.75,0
3/29/2021,0.62,-0.83,0
3/30/2021,1.15,-0.83,0
3/31/2021,-6.75,-0.83,0
4/1/2021,-4.83,-0.83,0
4/2/2021,-9.59,-0.83,0
4/3/2021,-13.27,-0.83,0
4/4/2021,4.47,-0.83,0
4/5/2021,12.76,-0.75,0
4/6/2021,-0.58,-0.75,0
4/7/2021,-7.72,-0.75,0
4/8/2021,0.5,-0.75,0
4/9/2021,9.59,-0.75,0
4/10/2021,9.8,-0.75,0
4/11/2021,9.08,-0.75,0
4/12/2021,-9.23,-0.68,0
4/13/2021,-25.6,-0.68,0
4/14/2021,-19.69,-0.68,0
4/15/2021,-4.26,-0.68,0
4/16/2021,4.11,-0.68,0
4/17/2021,-4.54,-0.68,0
4/18/2021,-1.01,-0.68,0
4/19/2021,12.83,-0.66,0
4/20/2021,21.41,-0.66,0
4/21/2021,8.29,-0.66,0
4/22/2021,7.21,-0.66,0
4/23/2021,12.4,-0.66,0
4/24/2021,-1.01,-0.66,0
4/25/2021,-13.27,-0.66,0
4/26/2021,4.32,-0.54,0
4/27/2021,5.69,-0.54,0
4/28/2021,10.38,-0.54,0
4/29/2021,5.05,-0.54,0
4/30/2021,-5.84,-0.54,0
5/1/2021,-14,-0.54,0
5/2/2021,-20.28,-0.54,0
5/3/2021,-12.62,-0.43,0
5/4/2021,7.91,-0.43,0
5/5/2021,25.91,-0.43,0
5/6/2021,32.04,-0.43,0
5/7/2021,22.69,-0.43,0
5/8/2021,10.21,-0.43,0
5/9/2021,5.15,-0.43,0
5/10/2021,7.91,-0.46,0
5/11/2021,8.52,-0.46,0
5/12/2021,5.53,-0.46,0
5/13/2021,8.9,-0.46,0
5/14/2021,17.33,-0.46,0
5/15/2021,25.83,-0.46,0
5/16/2021,22.23,-0.46,0
5/17/2021,9.75,-0.34,0
5/18/2021,-1.44,-0.34,0
5/19/2021,6.22,-0.34,0
5/20/2021,8.14,-0.34,0
5/21/2021,0.86,-0.34,0
5/22/2021,1.63,-0.34,0
5/23/2021,6.68,-0.34,0
5/24/2021,-7.95,-0.35,0
5/25/2021,-12.31,-0.35,0
5/26/2021,0.25,-0.35,0
5/27/2021,-5.04,-0.35,0
5/28/2021,-6.03,-0.35,0
5/29/2021,-11.7,-0.35,0
5/30/2021,-10.78,-0.35,0
5/31/2021,-10.63,-0.27,0
6/1/2021,-1.34,-0.27,0
6/2/2021,9.91,-0.27,0
6/3/2021,5.06,-0.27,0
6/4/2021,-14.13,-0.27,0
6/5/2021,-20.32,-0.27,0
6/6/2021,-21.44,-0.27,0
6/7/2021,-18.98,-0.15,0
6/8/2021,-10.33,-0.15,0
6/9/2021,-0.42,-0.15,0
6/10/2021,1.05,-0.15,0
6/11/2021,-3.16,-0.15,0
6/12/2021,1.41,-0.15,0
6/13/2021,4.22,-0.15,0
6/14/2021,16.24,-0.09,0
6/15/2021,24.25,-0.09,0
6/16/2021,17.15,-0.09,0
6/17/2021,9.28,-0.09,0
6/18/2021,2.04,-0.09,0
6/19/2021,-7.94,-0.09,0
6/20/2021,-16.38,-0.09,0
6/21/2021,-13.71,-0.06,0
6/22/2021,1.05,-0.06,0
6/23/2021,6.75,-0.06,0
6/24/2021,14.83,-0.06,0
6/25/2021,10.54,-0.06,0
6/26/2021,5.83,-0.06,0
6/27/2021,-5.62,-0.06,0
6/28/2021,-6.19,0,0
6/29/2021,0.77,0,0
6/30/2021,10.75,0,0
7/1/2021,31.45,0,0
7/2/2021,25.73,0,0
7/3/2021,19.27,0,0
7/4/2021,15.02,0,0
7/5/2021,0.98,-0.08,0
7/6/2021,3.38,-0.08,0
7/7/2021,11.33,-0.08,0
7/8/2021,11.39,-0.08,0
7/9/2021,14.71,-0.08,0
7/10/2021,16.8,-0.08,0
7/11/2021,14.96,-0.08,0
7/12/2021,17.24,-0.13,0
7/13/2021,25.18,-0.13,0
7/14/2021,26.22,-0.13,0
7/15/2021,37.86,-0.13,0
7/16/2021,33.05,-0.13,0
7/17/2021,30.41,-0.13,0
7/18/2021,17.3,-0.13,0
7/19/2021,8.8,-0.23,0
7/20/2021,8.86,-0.23,0
7/21/2021,8.8,-0.23,0
7/22/2021,16.5,-0.23,0
7/23/2021,17.85,-0.23,0
7/24/2021,16.19,-0.23,0
7/25/2021,15.94,-0.23,0
7/26/2021,14.59,-0.27,0
7/27/2021,10.71,-0.27,0
7/28/2021,1.05,-0.27,0
7/29/2021,12.37,-0.27,0
7/30/2021,13.11,-0.27,0
7/31/2021,7.02,-0.27,0
8/1/2021,-1.58,-0.27,0
8/2/2021,4.92,-0.28,0
8/3/2021,6.86,-0.28,0
8/4/2021,-10.38,-0.28,0
8/5/2021,-18.39,-0.28,0
8/6/2021,-18.03,-0.28,0
8/7/2021,-8.86,-0.28,0
8/8/2021,-2.25,-0.28,0
8/9/2021,4.31,-0.26,0
8/10/2021,17.72,-0.26,0
8/11/2021,10.26,-0.26,0
8/12/2021,6.13,-0.26,0
8/13/2021,3.34,-0.26,0
8/14/2021,-4.67,-0.26,0
8/15/2021,0.49,-0.26,0
8/16/2021,3.94,-0.36,0
8/17/2021,-0.79,-0.36,0
8/18/2021,-3.7,-0.36,0
8/19/2021,8.92,-0.36,0
8/20/2021,13.72,-0.36,0
8/21/2021,11.05,-0.36,0
8/22/2021,3.46,-0.36,0
8/23/2021,5.04,-0.38,0
8/24/2021,12.2,-0.38,0
8/25/2021,10.07,-0.38,0
8/26/2021,5.83,-0.38,0
8/27/2021,5.95,-0.38,0
8/28/2021,4.43,-0.38,0
8/29/2021,13.59,-0.38,0
8/30/2021,28.22,-0.31,0
8/31/2021,25.43,-0.31,0
9/1/2021,9.03,-0.31,0
9/2/2021,2.74,-0.31,0
9/3/2021,9.99,-0.31,0
9/4/2021,17.83,-0.31,0
9/5/2021,14.62,-0.31,0
9/6/2021,-1.6,-0.27,0
9/7/2021,-6.42,-0.27,0
9/8/2021,3.63,-0.27,0
9/9/2021,7.67,-0.27,0
9/10/2021,-1.25,-0.27,0
9/11/2021,4.04,-0.27,0
9/12/2021,24.9,-0.27,0
9/13/2021,27.75,-0.41,0
9/14/2021,14.86,-0.41,0
9/15/2021,10.34,-0.41,0
9/16/2021,9.75,-0.41,0
9/17/2021,14.5,-0.41,0
9/18/2021,14.2,-0.41,0
9/19/2021,12.42,-0.41,0
9/20/2021,8.14,-0.47,0
9/21/2021,13.02,-0.47,0
9/22/2021,0.12,-0.47,0
9/23/2021,-10.22,-0.47,0
9/24/2021,-18.18,-0.47,0
9/25/2021,-15.92,-0.47,0
9/26/2021,-0.24,-0.47,0
9/27/2021,24.25,-0.64,0
9/28/2021,36.9,-0.64,0
9/29/2021,30.49,-0.64,0
9/30/2021,18.25,-0.64,0
10/1/2021,10.76,-0.64,0
10/2/2021,13.54,-0.64,0
10/3/2021,16.11,-0.64,0
10/4/2021,17.85,-0.76,0
10/5/2021,12.57,-0.76,0
10/6/2021,7.35,-0.76,0
10/7/2021,14.12,-0.76,0
10/8/2021,13.08,-0.76,0
10/9/2021,2.51,-0.76,0
10/10/2021,-4.13,-0.76,0
10/11/2021,2.32,-0.89,0
10/12/2021,12.96,-0.89,-1
10/13/2021,14.5,-0.89,-1
10/14/2021,16.89,-0.89,-1
10/15/2021,21.66,-0.89,-1
10/16/2021,28.43,-0.89,-1
10/17/2021,19.66,-0.89,-1
10/18/2021,21.34,-1.04,-1
10/19/2021,15.47,-1.04,-1
10/20/2021,6.7,-1.04,0
10/21/2021,12.18,-1.04,-1
10/22/2021,6.25,-1.04,0
10/23/2021,-22.18,-1.04,0
10/24/2021,-21.08,-1.04,0
10/25/2021,-6.38,-1.21,0
10/26/2021,3.67,-1.21,0
10/27/2021,7.28,-1.21,0
10/28/2021,2.64,-1.21,0
10/29/2021,-3.16,-1.21,0
10/30/2021,-3.87,-1.21,0
10/31/2021,-1.48,-1.21,0
11/1/2021,-1.53,-1.11,0
11/2/2021,5.21,-1.11,0
11/3/2021,11.9,-1.11,-1
11/4/2021,12.21,-1.11,-1
11/5/2021,5.15,-1.11,0
11/6/2021,3.69,-1.11,0
11/7/2021,17.05,-1.11,-1
11/8/2021,20.68,-0.99,-1
11/9/2021,20.61,-0.99,-1
11/10/2021,18.32,-0.99,-1
11/11/2021,22.01,-0.99,-1
11/12/2021,14.82,-0.99,-1
11/13/2021,13.55,-0.99,-1
11/14/2021,7.12,-0.99,0
11/15/2021,-6.81,-0.97,0
11/16/2021,2.03,-0.97,0
11/17/2021,14.44,-0.97,-1
11/18/2021,17.69,-0.97,-1
11/19/2021,13.55,-0.97,-1
11/20/2021,10.69,-0.97,-1
11/21/2021,7,-0.97,0
11/22/2021,9.92,-0.94,-1
11/23/2021,8.4,-0.94,-1
11/24/2021,11.9,-0.94,-1
11/25/2021,24.68,-0.94,-1
11/26/2021,30.98,-0.94,-1
11/27/2021,20.87,-0.94,-1
11/28/2021,6.42,-0.94,0
11/29/2021,-1.72,-0.98,0
11/30/2021,11.2,-0.98,-1
12/1/2021,10.74,-0.98,-1
12/2/2021,10.64,-0.98,-1
12/3/2021,12.3,-0.98,-1
12/4/2021,11.73,-0.98,-1
12/5/2021,15.67,-0.98,-1
12/6/2021,16.66,-1.04,-1
12/7/2021,11.62,-1.04,-1
12/8/2021,10.43,-1.04,-1
12/9/2021,6.38,-1.04,0
12/10/2021,9.13,-1.04,-1
12/11/2021,14.79,-1.04,-1
12/12/2021,12.4,-1.04,-1
12/13/2021,12.92,-1.04,-1
12/14/2021,16.4,-1.04,-1
12/15/2021,18.22,-1.04,-1
12/16/2021,17.23,-1.04,-1
12/17/2021,11.05,-1.04,-1
12/18/2021,8.93,-1.04,-1
12/19/2021,-2.13,-1.04,0
12/20/2021,-9.81,-0.99,0
12/21/2021,-27.14,-0.99,0
12/22/2021,-12.87,-0.99,0
12/23/2021,8.46,-0.99,-1
12/24/2021,29.22,-0.99,-1
12/25/2021,46.34,-0.99,-1
12/26/2021,46.71,-0.99,-1
12/27/2021,27.66,-1.04,-1
12/28/2021,25.53,-1.04,-1
12/29/2021,12.04,-1.04,-1
12/30/2021,15.26,-1.04,-1
12/31/2021,16.19,-1.04,-1
1/1/2022,3.82,-1.04,0
1/2/2022,-2.11,-1.04,0
1/3/2022,1.09,-1.08,0
1/4/2022,3.4,-1.08,0
1/5/2022,8.67,-1.08,-1
1/6/2022,5.75,-1.08,0
1/7/2022,-7.63,-1.08,0
1/8/2022,-22.65,-1.08,0
1/9/2022,-27.74,-1.08,0
1/10/2022,-24.11,-0.96,0
1/11/2022,-5.04,-0.96,0
1/12/2022,-0.32,-0.96,0
1/13/2022,5.14,-0.96,0
1/14/2022,-9.7,-0.96,0
1/15/2022,-24.4,-0.96,0
1/16/2022,-14.46,-0.96,0
1/17/2022,-8.76,-0.89,0
1/18/2022,-2.63,-0.89,0
1/19/2022,5.75,-0.89,0
1/20/2022,7.92,-0.89,0
1/21/2022,6.46,-0.89,0
1/22/2022,11.26,-0.89,-1
1/23/2022,11.17,-0.89,-1
1/24/2022,13.15,-0.76,0
1/25/2022,16.92,-0.76,0
1/26/2022,16.73,-0.76,0
1/27/2022,13.67,-0.76,0
1/28/2022,23.65,-0.76,0
1/29/2022,25.87,-0.76,0
1/30/2022,24.03,-0.76,0
1/31/2022,27.33,-0.7,0
2/1/2022,21.66,-0.7,0
2/2/2022,13.26,-0.7,0
2/3/2022,16.14,-0.7,0
2/4/2022,15.23,-0.7,0
2/5/2022,13.35,-0.7,0
2/6/2022,14.41,-0.7,0
2/7/2022,7.3,-0.8,0
2/8/2022,7.25,-0.8,0
2/9/2022,12.39,-0.8,0
2/10/2022,10.09,-0.8,0
2/11/2022,6.58,-0.8,0
2/12/2022,4.95,-0.8,0
2/13/2022,-0.19,-0.8,0
2/14/2022,-12.2,-0.9,0
2/15/2022,-16.33,-0.9,0
2/16/2022,-1.68,-0.9,0
2/17/2022,1.73,-0.9,0
2/18/2022,0,-0.9,0
2/19/2022,-0.67,-0.9,0
2/20/2022,5,-0.9,0
2/21/2022,12.58,-0.98,-1
2/22/2022,13.06,-0.98,-1
2/23/2022,5,-0.98,0
2/24/2022,-0.96,-0.98,0
2/25/2022,7.59,-0.98,0
2/26/2022,19.79,-0.98,-1
2/27/2022,19.55,-0.98,-1
2/28/2022,12.01,-1.19,-1
3/1/2022,11.97,-1.19,-1
3/2/2022,16.18,-1.19,-1
3/3/2022,18.43,-1.19,-1
3/4/2022,14.12,-1.19,-1
3/5/2022,19.39,-1.19,-1
3/6/2022,22.35,-1.19,-1
3/7/2022,16.8,-1.26,-1
3/8/2022,16.47,-1.26,-1
3/9/2022,12.68,-1.26,-1
3/10/2022,7.9,-1.26,0
3/11/2022,8.04,-1.26,-1
3/12/2022,16.23,-1.26,-1
3/13/2022,17.33,-1.26,-1
3/14/2022,12.83,-1.29,-1
3/15/2022,17.33,-1.29,-1
3/16/2022,21.06,-1.29,-1
3/17/2022,13.93,-1.29,-1
3/18/2022,7.13,-1.29,0
3/19/2022,19.1,-1.29,-1
3/20/2022,16.32,-1.29,-1
3/21/2022,12.68,-1.23,-1
3/22/2022,7.37,-1.23,0
3/23/2022,6.84,-1.23,0
3/24/2022,4.55,-1.23,0
3/25/2022,-1.72,-1.23,0
3/26/2022,5.79,-1.23,0
3/27/2022,11.49,-1.23,-1
3/28/2022,6.7,-1.13,0
3/29/2022,3.49,-1.13,0
3/30/2022,1,-1.13,0
3/31/2022,6.17,-1.13,0
4/1/2022,17.09,-1.13,-1
4/2/2022,-3.39,-1.13,0
4/3/2022,4.25,-1.13,0
4/4/2022,14.85,-1.18,-1
4/5/2022,25.96,-1.18,-1
4/6/2022,31.8,-1.18,-1
4/7/2022,23.07,-1.18,-1
4/8/2022,22.13,-1.18,-1
4/9/2022,24.3,-1.18,-1
4/10/2022,21.41,-1.18,-1
4/11/2022,23,-1.23,-1
4/12/2022,24.44,-1.23,-1
4/13/2022,25.74,-1.23,-1
4/14/2022,21.63,-1.23,-1
4/15/2022,19.54,-1.23,-1
4/16/2022,16.44,-1.23,-1
4/17/2022,18.75,-1.23,-1
4/18/2022,20.19,-1.2,-1
4/19/2022,20.26,-1.2,-1
4/20/2022,27.69,-1.2,-1
4/21/2022,25.81,-1.2,-1
4/22/2022,12.11,-1.2,-1
4/23/2022,18.6,-1.2,-1
4/24/2022,15.28,-1.2,-1
4/25/2022,18.17,-1.26,-1
4/26/2022,27.11,-1.26,-1
4/27/2022,31.44,-1.26,-1
4/28/2022,30.35,-1.26,-1
4/29/2022,15.72,-1.26,-1
4/30/2022,6.49,-1.26,0
5/1/2022,9.75,-1.26,-1
5/2/2022,5.84,-1.25,0
5/3/2022,3.24,-1.25,0
5/4/2022,11.74,-1.25,-1
5/5/2022,14.27,-1.25,-1
5/6/2022,11.13,-1.25,-1
5/7/2022,11.59,-1.25,-1
5/8/2022,23.38,-1.25,-1
5/9/2022,34.57,-1.24,-1
5/10/2022,40.77,-1.24,-1
5/11/2022,39.93,-1.24,-1
5/12/2022,32.8,-1.24,-1
5/13/2022,24.45,-1.24,-1
5/14/2022,19.25,-1.24,-1
5/15/2022,3.08,-1.24,0
5/16/2022,20.39,-1.15,-1
5/17/2022,24.45,-1.15,-1
5/18/2022,15.03,-1.15,-1
5/19/2022,13.19,-1.15,-1
5/20/2022,15.34,-1.15,-1
5/21/2022,6.53,-1.15,0
5/22/2022,9.06,-1.15,-1
5/23/2022,22.69,-1.04,-1
5/24/2022,33.57,-1.04,-1
5/25/2022,25.45,-1.04,-1
5/26/2022,11.36,-1.04,-1
5/27/2022,3.92,-1.04,0
5/28/2022,13.5,-1.04,-1
5/29/2022,27.82,-1.04,-1
5/30/2022,31.12,-1,-1
5/31/2022,16.1,-1,-1
6/1/2022,-4.64,-1,0
6/2/2022,-13.57,-1,0
6/3/2022,1.62,-1,0
6/4/2022,12.3,-1,-1
6/5/2022,23.62,-1,-1
6/6/2022,31.35,-0.84,-1
6/7/2022,28.54,-0.84,-1
6/8/2022,16.17,-0.84,-1
6/9/2022,8.79,-0.84,-1
6/10/2022,3.87,-0.84,0
6/11/2022,6.96,-0.84,0
6/12/2022,8.58,-0.84,-1
6/13/2022,16.87,-0.76,0
6/14/2022,20.03,-0.76,0
6/15/2022,16.52,-0.76,0
6/16/2022,16.52,-0.76,0
6/17/2022,23.55,-0.76,0
6/18/2022,28.05,-0.76,0
6/19/2022,20.31,-0.76,0
6/20/2022,22.63,-0.68,0
6/21/2022,18.06,-0.68,0
6/22/2022,13.78,-0.68,0
6/23/2022,-1.06,-0.68,0
6/24/2022,4.85,-0.68,0
6/25/2022,14.41,-0.68,0
6/26/2022,27.55,-0.68,0
6/27/2022,31.14,-0.63,0
6/28/2022,22.99,-0.63,0
6/29/2022,26.71,-0.63,0
6/30/2022,24.39,-0.63,0
7/1/2022,19.39,-0.63,0
7/2/2022,8.37,-0.63,0
7/3/2022,10.03,-0.63,0
7/4/2022,9.17,-0.6,0
7/5/2022,8.62,-0.6,0
7/6/2022,11.26,-0.6,0
7/7/2022,4.99,-0.6,0
7/8/2022,-3.02,-0.6,0
7/9/2022,4.62,-0.6,0
7/10/2022,9.23,-0.6,0
7/11/2022,8.99,-0.58,0
7/12/2022,12.25,-0.58,0
7/13/2022,8.68,-0.58,0
7/14/2022,10.09,-0.58,0
7/15/2022,6.77,-0.58,0
7/16/2022,3.32,-0.58,0
7/17/2022,-2.77,-0.58,0
7/18/2022,-6.4,-0.64,0
7/19/2022,-0.43,-0.64,0
7/20/2022,2.22,-0.64,0
7/21/2022,0.55,-0.64,0
7/22/2022,-2.89,-0.64,0
7/23/2022,1.66,-0.64,0
7/24/2022,2.15,-0.64,0
7/25/2022,4.92,-0.61,0
7/26/2022,7.02,-0.61,0
7/27/2022,6.89,-0.61,0
7/28/2022,15.63,-0.61,0
7/29/2022,20.99,-0.61,0
7/30/2022,25.24,-0.61,0
7/31/2022,28.87,-0.61,0
8/1/2022,26.28,-0.71,0
8/2/2022,25.79,-0.71,0
8/3/2022,25.49,-0.71,0
8/4/2022,15.66,-0.71,0
8/5/2022,17.05,-0.71,0
8/6/2022,19,-0.71,0
8/7/2022,14.38,-0.71,0
8/8/2022,4.19,-0.75,0
8/9/2022,-0.67,-0.75,0
8/10/2022,-4.31,-0.75,0
8/11/2022,1.03,-0.75,0
8/12/2022,16.51,-0.75,0
8/13/2022,19.72,-0.75,0
8/14/2022,13.23,-0.75,0
8/15/2022,13.96,-0.92,-1
8/16/2022,9.04,-0.92,-1
8/17/2022,-6.74,-0.92,0
8/18/2022,-32.9,-0.92,0
8/19/2022,-15.78,-0.92,0
8/20/2022,-4.98,-0.92,0
8/21/2022,3.88,-0.92,0
8/22/2022,12.68,-0.91,-1
8/23/2022,16.81,-0.91,-1
8/24/2022,5.58,-0.91,0
8/25/2022,-9.04,-0.91,0
8/26/2022,-5.64,-0.91,0
8/27/2022,6.68,-0.91,0
8/28/2022,16.2,-0.91,-1
8/29/2022,19.36,-0.95,-1
8/30/2022,18.88,-0.95,-1
8/31/2022,31.74,-0.95,-1
9/1/2022,26.09,-0.95,-1
9/2/2022,15.63,-0.95,-1
9/3/2022,16.46,-0.95,-1
9/4/2022,16.28,-0.95,-1
9/5/2022,19.26,-0.98,-1
9/6/2022,18.25,-0.98,-1
9/7/2022,15.57,-0.98,-1
9/8/2022,15.39,-0.98,-1
