Date,Population,enso,mean_humidity,mean_solar_radiation,mean_temp,mean_wind_direction,mean_windspeed,rainfall,Year,Predicted_Demand
2023-12-31,8323889.0,0.0,71.30434782608695,187.7,23.83652173913044,231.7271739130435,2.591304347826087,0.6,2023,8233.452975416722
2024-12-31,8453902.0,0.0,76.87416666666667,213.1916666666667,23.453333333333333,178.43055555555554,1.696527777777778,0.3,2024,8431.127320833371
2025-12-31,8580341.0,0.0,85.81,73.62291666666667,17.603333333333335,147.41145833333334,2.223263888888889,12.6,2025,7820.99983624996
2026-12-31,8702446.0,0.0,80.72333333333334,125.11041666666668,18.863333333333333,107.96805555555557,1.743402777777778,1.0,2026,8351.564228750003
2027-12-31,8820393.0,0.0,67.8425,300.90625,22.985,113.6736111111111,1.5875,0.0,2027,8789.256765416649
2028-12-31,8933348.0,0.0,73.01354166666667,324.37083333333334,22.80479166666667,144.72152777777777,2.368402777777778,0.0,2028,8897.04167541663
2029-12-31,9041818.0,0.0,72.32416666666667,112.24166666666667,19.645,146.39513888888888,1.9916666666666665,0.0,2029,8568.874237083333
2030-12-31,9145140.0,1.0,71.63416666666667,245.35625,21.92333333333333,102.40763888888888,1.6378472222222225,0.0,2030,8702.246726250001
2031-12-31,9243603.0,1.0,54.045,346.65000000000003,27.005,188.29479166666667,1.5354166666666669,0.0,2031,9198.352781666676
2032-12-31,9336512.0,1.0,54.70166666666668,347.49583333333334,25.831666666666667,163.83645833333333,2.575,0.0,2032,8872.947104999997
2033-12-31,9427851.0,1.0,72.35583333333334,277.36875,22.8075,93.17708333333331,2.002083333333333,0.0,2033,8518.233378333342
2034-12-31,9517701.0,0.0,65.65166666666667,325.00416666666666,27.7125,103.02708333333334,1.91875,0.0,2034,9581.853908750001
2035-12-31,9606150.0,0.0,74.39416666666666,279.2291666666667,23.559166666666663,159.39270833333333,2.3875,0.0,2035,8483.782612500012
2036-12-31,9693298.0,0.0,83.17583333333333,93.05208333333331,18.98,167.96666666666667,2.020833333333333,11.0,2036,7793.134703333341
2037-12-31,9779151.0,0.0,80.92583333333333,136.88125,20.651666666666667,150.80729166666666,1.8135416666666664,0.4,2037,8083.747385416675
2038-12-31,9863776.0,0.0,74.45916666666666,201.8958333333333,22.49416666666667,99.04166666666669,1.725347222222222,0.0,2038,7941.6837616666935
2039-12-31,9947242.0,0.0,76.5925,268.40208333333334,20.671458333333334,166.65972222222223,2.386111111111111,0.0,2039,7736.166240416667
2040-12-31,10029571.0,0.0,48.3125,345.3895833333333,17.809166666666666,233.46354166666663,3.684375,0.0,2040,7550.795897083342
2041-12-31,10110747.0,1.0,40.82083333333333,372.50208333333336,18.82,209.01666666666665,2.1708333333333334,0.0,2041,7466.63972666668
2042-12-31,10190742.0,1.0,36.240833333333335,360.0958333333333,23.35833333333333,186.2552083333333,1.9833333333333327,0.0,2042,8142.3684170833385
2043-12-31,10269523.0,1.0,60.053333333333335,347.725,24.668333333333333,156.80208333333334,2.1479166666666667,0.0,2043,8638.98001125
