Year,Week,Predicted_Demand,Date
2032,53,43742.43,2033-01-03
2033,1,61001.848,2033-01-03
2033,2,61280.46,2033-01-10
2033,3,61079.23,2033-01-17
2033,4,55481.742,2033-01-24
2033,5,57124.305,2033-01-31
2033,6,59357.195,2033-02-07
2033,7,58958.215,2033-02-14
2033,8,57428.688,2033-02-21
2033,9,57480.27,2033-02-28
2033,10,56067.57,2033-03-07
2033,11,56457.586,2033-03-14
2033,12,54531.65,2033-03-21
2033,13,55629.582,2033-03-28
2033,14,54790.445,2033-04-04
2033,15,56293.04,2033-04-11
2033,16,57277.062,2033-04-18
2033,17,55915.45,2033-04-25
2033,18,57929.0,2033-05-02
2033,19,59522.977,2033-05-09
2033,20,59011.188,2033-05-16
2033,21,61061.82,2033-05-23
2033,22,62298.844,2033-05-30
2033,23,59789.83,2033-06-06
2033,24,62523.098,2033-06-13
2033,25,62601.89,2033-06-20
2033,26,65319.31,2033-06-27
2033,27,65213.42,2033-07-04
2033,28,65356.887,2033-07-11
2033,29,60909.816,2033-07-18
2033,30,60896.305,2033-07-25
2033,31,63566.45,2033-08-01
2033,32,60302.617,2033-08-08
2033,33,57784.11,2033-08-15
2033,34,58193.28,2033-08-22
2033,35,56993.305,2033-08-29
2033,36,55053.82,2033-09-05
2033,37,54357.46,2033-09-12
2033,38,56748.04,2033-09-19
2033,39,54464.797,2033-09-26
2033,40,54939.086,2033-10-03
2033,41,54672.87,2033-10-10
2033,42,53865.836,2033-10-17
2033,43,53760.844,2033-10-24
2033,44,54070.234,2033-10-31
2033,45,53876.3,2033-11-07
2033,46,58355.703,2033-11-14
2033,47,56058.277,2033-11-21
2033,48,55399.57,2033-11-28
2033,49,57084.32,2033-12-05
2033,50,58441.133,2033-12-12
2033,51,53556.133,2033-12-19
2033,52,49830.746,2033-12-26
2033,53,17768.723,2034-01-02
2034,1,62286.28,2034-01-02
2034,2,57653.836,2034-01-09
2034,3,63272.777,2034-01-16
2034,4,60849.98,2034-01-23
2034,5,56472.035,2034-01-30
2034,6,61256.254,2034-02-06
2034,7,57301.05,2034-02-13
2034,8,57424.92,2034-02-20
2034,9,56158.953,2034-02-27
2034,10,56173.805,2034-03-06
2034,11,58267.49,2034-03-13
2034,12,55716.336,2034-03-20
2034,13,57305.492,2034-03-27
2034,14,57227.21,2034-04-03
2034,15,56793.67,2034-04-10
2034,16,54035.168,2034-04-17
2034,17,55125.95,2034-04-24
2034,18,55664.04,2034-05-01
2034,19,58005.34,2034-05-08
2034,20,56102.863,2034-05-15
2034,21,57453.844,2034-05-22
2034,22,59325.445,2034-05-29
2034,23,61214.68,2034-06-05
2034,24,60995.56,2034-06-12
2034,25,62708.61,2034-06-19
2034,26,61667.742,2034-06-26
2034,27,61531.72,2034-07-03
2034,28,63155.96,2034-07-10
2034,29,61036.49,2034-07-17
2034,30,58878.258,2034-07-24
2034,31,59600.633,2034-07-31
2034,32,57472.996,2034-08-07
2034,33,61724.387,2034-08-14
2034,34,60790.582,2034-08-21
2034,35,59141.586,2034-08-28
2034,36,54452.31,2034-09-04
2034,37,54239.195,2034-09-11
2034,38,56247.15,2034-09-18
2034,39,53797.605,2034-09-25
2034,40,54519.16,2034-10-02
2034,41,53040.0,2034-10-09
2034,42,52949.47,2034-10-16
2034,43,52714.56,2034-10-23
2034,44,55785.754,2034-10-30
2034,45,52347.957,2034-11-06
2034,46,53123.39,2034-11-13
2034,47,52544.688,2034-11-20
2034,48,53451.57,2034-11-27
2034,49,54279.242,2034-12-04
2034,50,55988.117,2034-12-11
2034,51,55178.97,2034-12-18
2034,52,68391.62,2034-12-25
2035,1,69381.22,2035-01-01
2035,2,60051.457,2035-01-08
2035,3,59551.133,2035-01-15
